ADM1_NAME,ADM2_NAME,year,month,absorbing_aerosol_index
Western,Ahanta West,2019.0,2.0,-0.03995462925779683
Western,Sefwi Bibiani-Anhwiaso Bekwai,2019.0,2.0,-0.08840948428556043
Ashanti,Amansie West,2019.0,2.0,-0.10346535276767832
Ashanti,Asante Akim South,2019.0,2.0,-0.05582003332166036
Ashanti,Ahafo Ano North,2019.0,2.0,0.030320874143677568
Ashanti,Ejisu Juaben,2019.0,2.0,-0.045685514894189254
Ashanti,Obuasi Municipal,2019.0,3.0,-0.3370198943992488
Ashanti,Atwima Nwabiagya,2019.0,3.0,-0.27200553773622793
Ashanti,Atwima Mponua,2019.0,3.0,-0.3560504453807169
Ashanti,Adansi South,2019.0,3.0,-0.3654594422640885
Ashanti,Adansi North,2019.0,3.0,-0.3292024493501354
Ashanti,Bosome Freho,2019.0,3.0,-0.3176049959174716
Ashanti,Bekwai Municipal,2019.0,3.0,-0.307519496539142
Ashanti,Amansie Central,2019.0,3.0,-0.3371050459847885
Western,Wassa Amenfi West,2019.0,3.0,-0.35750011434857415
Ashanti,Afigya Kwabre,2019.0,3.0,-0.26550841129291114
Ashanti,Atwima Kwanwoma,2019.0,3.0,-0.3141628790328688
Ashanti,Afigya Sekyere,2019.0,3.0,-0.3341816660224199
Ashanti,Sekyere Central,2019.0,3.0,-0.23435782252909054
Ashanti,Offinso North,2019.0,3.0,-0.2569061176461803
Ashanti,Offinso Municipal,2019.0,3.0,-0.3478365035925399
Ashanti,Bosomtwe /Atwima / Kwanwoma,2019.0,3.0,-0.3226350985279226
Ashanti,Mampong Municipal,2019.0,3.0,-0.21841968896610056
Western,Ellembelle,2019.0,3.0,-0.43275354335786004
Western,Prestea / Huni Valley,2019.0,3.0,-0.3366361435756932
Western,Nzema East,2019.0,3.0,-0.38539332541474575
Western,Tarkwa Nsuaem,2019.0,3.0,-0.2826532283916325
Western,Sefwi Akontombra,2019.0,3.0,-0.3733073674993604
Western,Sekondi Takoradi,2019.0,3.0,-0.39612172540673635
Western,Sefwi-Wiawso,2019.0,3.0,-0.328799248813427
Western,Shama,2019.0,3.0,-0.4586185144193102
Ashanti,Sekyere East,2019.0,3.0,-0.3794183764826834
Western,Aowin,2019.0,3.0,-0.3942598811289104
Western,Suaman,2019.0,3.0,-0.35317230477318284
Western,Bia East,2019.0,3.0,-0.3682305654781415
Western,Bia West,2019.0,3.0,-0.3253150859590585
Western,Bodi,2019.0,3.0,-0.3109166582485606
Western,Juabeso,2019.0,3.0,-0.33145561894323394
Western,Wassa East,2019.0,3.0,-0.39186596894495207
Western,Mpohor,2019.0,3.0,-0.3329922123110986
Western,Wassa Amenfi Central,2019.0,3.0,-0.37356558018587105
Ashanti,Sekyere Afram Plains,2019.0,3.0,-0.3807900104169452
Ashanti,Sekyere Afram Plains North,2019.0,3.0,-0.30032166990761766
Ashanti,Asante Akim North,2019.0,3.0,-0.28603483154658943
Ashanti,Asante Akim Central Municipal,2019.0,3.0,-0.3377802402369791
Ashanti,Asokore Mampong Municipal,2019.0,3.0,-0.1170015133493997
Ashanti,Kma,2019.0,3.0,-0.12742310797271472
Western,Wassa Amenfi East,2019.0,3.0,-0.3598275549051457
Ashanti,Kwabre,2019.0,3.0,-0.19622979849049407
Ashanti,Ejura Sekye Dumase,2019.0,3.0,-0.08212107812116112
Ashanti,Ahafo Ano South,2019.0,3.0,-0.36622472733492273
Western,Jomoro,2019.0,3.0,-0.4163397557125147
Western,Ahanta West,2019.0,3.0,-0.418007842259082
Western,Sefwi Bibiani-Anhwiaso Bekwai,2019.0,3.0,-0.3359325586394783
Ashanti,Amansie West,2019.0,3.0,-0.3355560345907536
Ashanti,Asante Akim South,2019.0,3.0,-0.3384349514437381
Ashanti,Ahafo Ano North,2019.0,3.0,-0.3537986389737345
Ashanti,Ejisu Juaben,2019.0,3.0,-0.33559113399689544
Ashanti,Obuasi Municipal,2019.0,4.0,-0.5144557852813055
Ashanti,Atwima Nwabiagya,2019.0,4.0,-0.5001109185577453
Ashanti,Atwima Mponua,2019.0,4.0,-0.6379988351804158
Ashanti,Adansi South,2019.0,4.0,-0.5008152865687903
Ashanti,Adansi North,2019.0,4.0,-0.5402876397230844
Ashanti,Bosome Freho,2019.0,4.0,-0.5152129177393707
Ashanti,Bekwai Municipal,2019.0,4.0,-0.4930284369001813
Ashanti,Amansie Central,2019.0,4.0,-0.5773981715862738
Western,Wassa Amenfi West,2019.0,4.0,-0.6053639817199871
Ashanti,Afigya Kwabre,2019.0,4.0,-0.5045724450367912
Ashanti,Atwima Kwanwoma,2019.0,4.0,-0.5014856127526617
Ashanti,Afigya Sekyere,2019.0,4.0,-0.6270168722453762
Ashanti,Sekyere Central,2019.0,4.0,-0.5506161379149532
Ashanti,Offinso North,2019.0,4.0,-0.56979970229749
Ashanti,Offinso Municipal,2019.0,4.0,-0.5909226653858116
Ashanti,Bosomtwe /Atwima / Kwanwoma,2019.0,4.0,-0.5086190565364836
Ashanti,Mampong Municipal,2019.0,4.0,-0.5977402701761079
Western,Ellembelle,2019.0,4.0,-0.6087995175135618
Western,Prestea / Huni Valley,2019.0,4.0,-0.5401518592803068
Western,Nzema East,2019.0,4.0,-0.5827974094776217
Western,Tarkwa Nsuaem,2019.0,4.0,-0.486190967211384
Western,Sefwi Akontombra,2019.0,4.0,-0.607566558713419
Western,Sekondi Takoradi,2019.0,4.0,-0.46374428236805076
Western,Sefwi-Wiawso,2019.0,4.0,-0.6441759391497267
Western,Shama,2019.0,4.0,-0.5808151404043422
Ashanti,Sekyere East,2019.0,4.0,-0.49823109529351994
Western,Aowin,2019.0,4.0,-0.5547215254847958
Western,Suaman,2019.0,4.0,-0.6022981415659817
Western,Bia East,2019.0,4.0,-0.6054536878000762
Western,Bia West,2019.0,4.0,-0.5931287828488132
Western,Bodi,2019.0,4.0,-0.5828950775526773
Western,Juabeso,2019.0,4.0,-0.6312951416580529
Western,Wassa East,2019.0,4.0,-0.48185357826043107
Western,Mpohor,2019.0,4.0,-0.43448040527603715
Western,Wassa Amenfi Central,2019.0,4.0,-0.6097618764202378
Ashanti,Sekyere Afram Plains,2019.0,4.0,-0.6324727656904087
Ashanti,Sekyere Afram Plains North,2019.0,4.0,-0.5291072419546319
Ashanti,Asante Akim North,2019.0,4.0,-0.5676103479975816
Ashanti,Asante Akim Central Municipal,2019.0,4.0,-0.47223027470148754
Ashanti,Asokore Mampong Municipal,2019.0,4.0,-0.2782843269065518
Ashanti,Kma,2019.0,4.0,-0.30362251317662553
Western,Wassa Amenfi East,2019.0,4.0,-0.5451160524631008
Ashanti,Kwabre,2019.0,4.0,-0.39731529300356416
Ashanti,Ejura Sekye Dumase,2019.0,4.0,-0.4517695430680243
Ashanti,Ahafo Ano South,2019.0,4.0,-0.5663689840744813
Western,Jomoro,2019.0,4.0,-0.5540324027096993
Western,Ahanta West,2019.0,4.0,-0.5429228901470682
Western,Sefwi Bibiani-Anhwiaso Bekwai,2019.0,4.0,-0.6598563712220286
Ashanti,Amansie West,2019.0,4.0,-0.5941804776595461
Ashanti,Asante Akim South,2019.0,4.0,-0.5603852988327821
Ashanti,Ahafo Ano North,2019.0,4.0,-0.5636099227190419
Ashanti,Ejisu Juaben,2019.0,4.0,-0.4993905766789833
Ashanti,Obuasi Municipal,2019.0,5.0,-0.8773480434723235
Ashanti,Atwima Nwabiagya,2019.0,5.0,-0.8245561263397337
Ashanti,Atwima Mponua,2019.0,5.0,-0.9247941099778931
Ashanti,Adansi South,2019.0,5.0,-0.9600026005455248
Ashanti,Adansi North,2019.0,5.0,-0.8968005551170518
Ashanti,Bosome Freho,2019.0,5.0,-0.9287271706921698
Ashanti,Bekwai Municipal,2019.0,5.0,-0.9328486292903062
Ashanti,Amansie Central,2019.0,5.0,-0.9212496961708813
Western,Wassa Amenfi West,2019.0,5.0,-0.9641186166927008
Ashanti,Afigya Kwabre,2019.0,5.0,-0.7604707240247991
Ashanti,Atwima Kwanwoma,2019.0,5.0,-0.7685643972315962
Ashanti,Afigya Sekyere,2019.0,5.0,-0.8537561264342647
Ashanti,Sekyere Central,2019.0,5.0,-0.8176955300084572
Ashanti,Offinso North,2019.0,5.0,-0.8185312085818655
Ashanti,Offinso Municipal,2019.0,5.0,-0.8754753078122381
Ashanti,Bosomtwe /Atwima / Kwanwoma,2019.0,5.0,-0.886378726223424
Ashanti,Mampong Municipal,2019.0,5.0,-0.7838680091934421
Western,Ellembelle,2019.0,5.0,-0.9513600565739778
Western,Prestea / Huni Valley,2019.0,5.0,-0.8538405993669278
Western,Nzema East,2019.0,5.0,-0.8948712810317099
Western,Tarkwa Nsuaem,2019.0,5.0,-0.8715746741263813
Western,Sefwi Akontombra,2019.0,5.0,-0.8840880293825125
Western,Sekondi Takoradi,2019.0,5.0,-0.884226456883943
Western,Sefwi-Wiawso,2019.0,5.0,-0.9738203252704667
Western,Shama,2019.0,5.0,-0.9622781855073966
Ashanti,Sekyere East,2019.0,5.0,-0.8529124026655883
Western,Aowin,2019.0,5.0,-0.9114176419084831
Western,Suaman,2019.0,5.0,-0.9100225846794118
Western,Bia East,2019.0,5.0,-0.8164482880315532
Western,Bia West,2019.0,5.0,-0.8562913854762028
Western,Bodi,2019.0,5.0,-0.8323360705940784
Western,Juabeso,2019.0,5.0,-0.8869476069826059
Western,Wassa East,2019.0,5.0,-0.90904234680613
Western,Mpohor,2019.0,5.0,-0.9091811687751855
Western,Wassa Amenfi Central,2019.0,5.0,-1.0025235577671607
Ashanti,Sekyere Afram Plains,2019.0,5.0,-0.8814123639181718
Ashanti,Sekyere Afram Plains North,2019.0,5.0,-0.8120985823762686
Ashanti,Asante Akim North,2019.0,5.0,-0.8484190569785306
Ashanti,Asante Akim Central Municipal,2019.0,5.0,-0.9105032203122789
Ashanti,Asokore Mampong Municipal,2019.0,5.0,-0.47530248941117187
Ashanti,Kma,2019.0,5.0,-0.5062954191825811
Western,Wassa Amenfi East,2019.0,5.0,-0.925095690265067
Ashanti,Kwabre,2019.0,5.0,-0.6765456281194395
Ashanti,Ejura Sekye Dumase,2019.0,5.0,-0.7314340378871869
Ashanti,Ahafo Ano South,2019.0,5.0,-0.8440412144172241
Western,Jomoro,2019.0,5.0,-0.961170340412059
Western,Ahanta West,2019.0,5.0,-1.072874614193958
Western,Sefwi Bibiani-Anhwiaso Bekwai,2019.0,5.0,-0.9505029776215325
Ashanti,Amansie West,2019.0,5.0,-0.9380428429977523
Ashanti,Asante Akim South,2019.0,5.0,-0.9421351429610845
Ashanti,Ahafo Ano North,2019.0,5.0,-0.8526245981728909
Ashanti,Ejisu Juaben,2019.0,5.0,-0.84325451867376
Ashanti,Obuasi Municipal,2019.0,6.0,-1.0719629705954277
Ashanti,Atwima Nwabiagya,2019.0,6.0,-1.0328693003452114
Ashanti,Atwima Mponua,2019.0,6.0,-1.0864392682288277
Ashanti,Adansi South,2019.0,6.0,-1.1717651926465316
Ashanti,Adansi North,2019.0,6.0,-1.1460178931977412
Ashanti,Bosome Freho,2019.0,6.0,-1.179701367870019
Ashanti,Bekwai Municipal,2019.0,6.0,-1.111650404377756
Ashanti,Amansie Central,2019.0,6.0,-1.1475538918711237
Western,Wassa Amenfi West,2019.0,6.0,-1.0935976852509106
Ashanti,Afigya Kwabre,2019.0,6.0,-1.0145443453174785
Ashanti,Atwima Kwanwoma,2019.0,6.0,-1.0681212183236215
Ashanti,Afigya Sekyere,2019.0,6.0,-1.0097341994111733
Ashanti,Sekyere Central,2019.0,6.0,-1.057093967649941
Ashanti,Offinso North,2019.0,6.0,-0.9920044471563055
Ashanti,Offinso Municipal,2019.0,6.0,-1.010952300367429
Ashanti,Bosomtwe /Atwima / Kwanwoma,2019.0,6.0,-1.2391646281110382
Ashanti,Mampong Municipal,2019.0,6.0,-1.0364869770470788
Western,Ellembelle,2019.0,6.0,-1.0076414520501353
Western,Prestea / Huni Valley,2019.0,6.0,-1.0572820061782744
Western,Nzema East,2019.0,6.0,-0.9931195145608769
Western,Tarkwa Nsuaem,2019.0,6.0,-0.9314586449284542
Western,Sefwi Akontombra,2019.0,6.0,-1.094838529131698
Western,Sekondi Takoradi,2019.0,6.0,-1.1634873202160347
Western,Sefwi-Wiawso,2019.0,6.0,-1.1618621827498443
Western,Shama,2019.0,6.0,-1.217182835873975
Ashanti,Sekyere East,2019.0,6.0,-1.04062207157438
Western,Aowin,2019.0,6.0,-1.105121414966419
Western,Suaman,2019.0,6.0,-1.0947566426440134
Western,Bia East,2019.0,6.0,-1.0755884052203102
Western,Bia West,2019.0,6.0,-1.0429241613680507
Western,Bodi,2019.0,6.0,-1.0360323293829614
Western,Juabeso,2019.0,6.0,-1.0810056068092078
Western,Wassa East,2019.0,6.0,-1.0330445748357004
Western,Mpohor,2019.0,6.0,-0.9027542447324427
Western,Wassa Amenfi Central,2019.0,6.0,-1.1801247233978374
Ashanti,Sekyere Afram Plains,2019.0,6.0,-1.0333698862454206
Ashanti,Sekyere Afram Plains North,2019.0,6.0,-1.127822967455826
Ashanti,Asante Akim North,2019.0,6.0,-1.089268030712638
Ashanti,Asante Akim Central Municipal,2019.0,6.0,-1.1032418530303363
Ashanti,Asokore Mampong Municipal,2019.0,6.0,-0.822678332962765
Ashanti,Kma,2019.0,6.0,-0.8421339357713175
Western,Wassa Amenfi East,2019.0,6.0,-1.1661815883378173
Ashanti,Kwabre,2019.0,6.0,-0.8692676462049264
Ashanti,Ejura Sekye Dumase,2019.0,6.0,-1.0643366172333417
Ashanti,Ahafo Ano South,2019.0,6.0,-1.062782509164919
Western,Jomoro,2019.0,6.0,-0.9682982602289077
Western,Ahanta West,2019.0,6.0,-1.074630949941967
Western,Sefwi Bibiani-Anhwiaso Bekwai,2019.0,6.0,-1.2052786937271804
Ashanti,Amansie West,2019.0,6.0,-1.1264367421585102
Ashanti,Asante Akim South,2019.0,6.0,-1.140299315335338
Ashanti,Ahafo Ano North,2019.0,6.0,-1.138693135140426
Ashanti,Ejisu Juaben,2019.0,6.0,-1.109301145647303
Ashanti,Obuasi Municipal,2019.0,7.0,-0.7000486086963158
Ashanti,Atwima Nwabiagya,2019.0,7.0,-0.8000019570431613
Ashanti,Atwima Mponua,2019.0,7.0,-0.7798405909864363
Ashanti,Adansi South,2019.0,7.0,-0.8465313649002515
Ashanti,Adansi North,2019.0,7.0,-0.7916616858624493
Ashanti,Bosome Freho,2019.0,7.0,-0.8482995089447884
Ashanti,Bekwai Municipal,2019.0,7.0,-0.8266674041366804
Ashanti,Amansie Central,2019.0,7.0,-0.8386526056566995
Western,Wassa Amenfi West,2019.0,7.0,-0.7153326355200007
Ashanti,Afigya Kwabre,2019.0,7.0,-0.8157302373285462
Ashanti,Atwima Kwanwoma,2019.0,7.0,-0.8142392976309429
Ashanti,Afigya Sekyere,2019.0,7.0,-0.9067469367582728
Ashanti,Sekyere Central,2019.0,7.0,-0.8574719844619395
Ashanti,Offinso North,2019.0,7.0,-0.7975515802534615
Ashanti,Offinso Municipal,2019.0,7.0,-0.7902196764656371
Ashanti,Bosomtwe /Atwima / Kwanwoma,2019.0,7.0,-0.8795795651484724
Ashanti,Mampong Municipal,2019.0,7.0,-0.9544543657153254
Western,Ellembelle,2019.0,7.0,-0.5586171570735997
Western,Prestea / Huni Valley,2019.0,7.0,-0.6805866903050728
Western,Nzema East,2019.0,7.0,-0.5324646137713824
Western,Tarkwa Nsuaem,2019.0,7.0,-0.43286802419722253
Western,Sefwi Akontombra,2019.0,7.0,-0.658258841760411
Western,Sekondi Takoradi,2019.0,7.0,-0.48653587785647523
Western,Sefwi-Wiawso,2019.0,7.0,-0.7240628598057423
Western,Shama,2019.0,7.0,-0.5752847032398614
Ashanti,Sekyere East,2019.0,7.0,-0.9433467026141694
Western,Aowin,2019.0,7.0,-0.6587393554419027
Western,Suaman,2019.0,7.0,-0.7663148831251766
Western,Bia East,2019.0,7.0,-0.6698697979615609
Western,Bia West,2019.0,7.0,-0.6278708104261862
Western,Bodi,2019.0,7.0,-0.6715099464506725
Western,Juabeso,2019.0,7.0,-0.6530529757811068
Western,Wassa East,2019.0,7.0,-0.6264375136201799
Western,Mpohor,2019.0,7.0,-0.3497650643010823
Western,Wassa Amenfi Central,2019.0,7.0,-0.713122939969758
Ashanti,Sekyere Afram Plains,2019.0,7.0,-1.022603786743538
Ashanti,Sekyere Afram Plains North,2019.0,7.0,-0.8762202620687012
Ashanti,Asante Akim North,2019.0,7.0,-0.9265497419485483
Ashanti,Asante Akim Central Municipal,2019.0,7.0,-0.8228649738527738
Ashanti,Asokore Mampong Municipal,2019.0,7.0,-0.6360087690357422
Ashanti,Kma,2019.0,7.0,-0.6513362286229804
Western,Wassa Amenfi East,2019.0,7.0,-0.7436471276221116
Ashanti,Kwabre,2019.0,7.0,-0.7272236830528095
Ashanti,Ejura Sekye Dumase,2019.0,7.0,-0.7349305938539906
Ashanti,Ahafo Ano South,2019.0,7.0,-0.7185678958765803
Western,Jomoro,2019.0,7.0,-0.5119024666724916
Western,Ahanta West,2019.0,7.0,-0.5037175676182688
Western,Sefwi Bibiani-Anhwiaso Bekwai,2019.0,7.0,-0.7286621348930089
Ashanti,Amansie West,2019.0,7.0,-0.7853752853195901
Ashanti,Asante Akim South,2019.0,7.0,-0.9020773892800731
Ashanti,Ahafo Ano North,2019.0,7.0,-0.6642535786103617
Ashanti,Ejisu Juaben,2019.0,7.0,-0.8763935037433204
Ashanti,Obuasi Municipal,2019.0,8.0,-0.7577338730247095
Ashanti,Atwima Nwabiagya,2019.0,8.0,-0.6544482047947006
Ashanti,Atwima Mponua,2019.0,8.0,-0.7184056037213039
Ashanti,Adansi South,2019.0,8.0,-0.7977861795825509
Ashanti,Adansi North,2019.0,8.0,-0.7839594690852132
Ashanti,Bosome Freho,2019.0,8.0,-0.7637873068823977
Ashanti,Bekwai Municipal,2019.0,8.0,-0.7121891732532889
Ashanti,Amansie Central,2019.0,8.0,-0.7153340455628717
Western,Wassa Amenfi West,2019.0,8.0,-0.5764260661027351
Ashanti,Afigya Kwabre,2019.0,8.0,-0.6318859098541032
Ashanti,Atwima Kwanwoma,2019.0,8.0,-0.6543259714821836
Ashanti,Afigya Sekyere,2019.0,8.0,-0.5932853321476561
Ashanti,Sekyere Central,2019.0,8.0,-0.6928416118765025
Ashanti,Offinso North,2019.0,8.0,-0.6997398798561445
Ashanti,Offinso Municipal,2019.0,8.0,-0.6638463590676452
Ashanti,Bosomtwe /Atwima / Kwanwoma,2019.0,8.0,-0.6771444765474633
Ashanti,Mampong Municipal,2019.0,8.0,-0.6724560504857516
Western,Ellembelle,2019.0,8.0,-0.4637409483470333
Western,Prestea / Huni Valley,2019.0,8.0,-0.6270439899639444
Western,Nzema East,2019.0,8.0,-0.40920699011042505
Western,Tarkwa Nsuaem,2019.0,8.0,-0.5088020556101548
Western,Sefwi Akontombra,2019.0,8.0,-0.6236522414510363
Western,Sekondi Takoradi,2019.0,8.0,-0.40703326117799654
Western,Sefwi-Wiawso,2019.0,8.0,-0.6472306308400312
Western,Shama,2019.0,8.0,-0.5227791997539387
Ashanti,Sekyere East,2019.0,8.0,-0.6539344865975505
Western,Aowin,2019.0,8.0,-0.5385306301352899
Western,Suaman,2019.0,8.0,-0.674901259635584
Western,Bia East,2019.0,8.0,-0.7168389808798452
Western,Bia West,2019.0,8.0,-0.6758968631794816
Western,Bodi,2019.0,8.0,-0.5552058636071724
Western,Juabeso,2019.0,8.0,-0.6724599475328131
Western,Wassa East,2019.0,8.0,-0.5248279273905607
Western,Mpohor,2019.0,8.0,-0.3724268783281671
Western,Wassa Amenfi Central,2019.0,8.0,-0.6420347514658421
Ashanti,Sekyere Afram Plains,2019.0,8.0,-0.8140883662831084
Ashanti,Sekyere Afram Plains North,2019.0,8.0,-0.875212487400156
Ashanti,Asante Akim North,2019.0,8.0,-0.7329834278271045
Ashanti,Asante Akim Central Municipal,2019.0,8.0,-0.597037794595521
Ashanti,Asokore Mampong Municipal,2019.0,8.0,-0.5762280296595786
Ashanti,Kma,2019.0,8.0,-0.5551017544192265
Western,Wassa Amenfi East,2019.0,8.0,-0.7513405556991491
Ashanti,Kwabre,2019.0,8.0,-0.539050472845649
Ashanti,Ejura Sekye Dumase,2019.0,8.0,-0.671507913803442
Ashanti,Ahafo Ano South,2019.0,8.0,-0.6528004546833516
Western,Jomoro,2019.0,8.0,-0.4326990374620464
Western,Ahanta West,2019.0,8.0,-0.39162162248619536
Western,Sefwi Bibiani-Anhwiaso Bekwai,2019.0,8.0,-0.7418211394833449
Ashanti,Amansie West,2019.0,8.0,-0.7875993177030474
Ashanti,Asante Akim South,2019.0,8.0,-0.6747701504136294
Ashanti,Ahafo Ano North,2019.0,8.0,-0.6968082978046192
Ashanti,Ejisu Juaben,2019.0,8.0,-0.6330524247381104
Ashanti,Obuasi Municipal,2019.0,9.0,-1.140331798241871
Ashanti,Atwima Nwabiagya,2019.0,9.0,-1.2002741354509951
Ashanti,Atwima Mponua,2019.0,9.0,-1.2811434105220616
Ashanti,Adansi South,2019.0,9.0,-1.1567767083613736
Ashanti,Adansi North,2019.0,9.0,-1.1085675053412631
Ashanti,Bosome Freho,2019.0,9.0,-1.115590325692439
Ashanti,Bekwai Municipal,2019.0,9.0,-1.1768536444147941
Ashanti,Amansie Central,2019.0,9.0,-1.1813350789528279
Western,Wassa Amenfi West,2019.0,9.0,-1.1251639813712608
