ADM1_NAME,ADM2_NAME,year,month,tropospheric_NO2_column_number_density
Ashanti,Sekyere East,2021.0,12.0,2.270365302475465E-5
Western,Aowin,2021.0,12.0,2.2656639625886823E-5
Western,Suaman,2021.0,12.0,1.7541134437831785E-5
Western,Bia East,2021.0,12.0,2.030410142064594E-5
Western,Bia West,2021.0,12.0,2.0052358978832934E-5
Western,Bodi,2021.0,12.0,1.784162056499132E-5
Western,Juabeso,2021.0,12.0,1.7741259801900267E-5
Western,Wassa East,2021.0,12.0,1.9984069214645558E-5
Western,Mpohor,2021.0,12.0,2.414511239005269E-5
Western,Wassa Amenfi Central,2021.0,12.0,1.895881872590662E-5
Ashanti,Sekyere Afram Plains,2021.0,12.0,2.477416550356752E-5
Ashanti,Sekyere Afram Plains North,2021.0,12.0,2.33557514235415E-5
Ashanti,Asante Akim North,2021.0,12.0,2.6047294499903183E-5
Ashanti,Asante Akim Central Municipal,2021.0,12.0,2.292651346502182E-5
Ashanti,Asokore Mampong Municipal,2021.0,12.0,3.716380311496219E-5
Ashanti,Kma,2021.0,12.0,3.687830109900972E-5
Western,Wassa Amenfi East,2021.0,12.0,1.9453714032755636E-5
Ashanti,Kwabre,2021.0,12.0,2.7460668332812342E-5
Ashanti,Ejura Sekye Dumase,2021.0,12.0,2.278817721414726E-5
Ashanti,Ahafo Ano South,2021.0,12.0,2.086734200248944E-5
Western,Jomoro,2021.0,12.0,1.7550163791646543E-5
Western,Ahanta West,2021.0,12.0,1.7816266612585403E-5
Western,Sefwi Bibiani-Anhwiaso Bekwai,2021.0,12.0,1.9316025004131167E-5
Ashanti,Amansie West,2021.0,12.0,2.088517561673248E-5
Ashanti,Asante Akim South,2021.0,12.0,2.1408331439089687E-5
Ashanti,Ahafo Ano North,2021.0,12.0,2.180291248397138E-5
Ashanti,Ejisu Juaben,2021.0,12.0,2.3013931152670924E-5
Ashanti,Obuasi Municipal,2022.0,1.0,2.9887130977940706E-5
Ashanti,Atwima Nwabiagya,2022.0,1.0,4.67240675472324E-5
Ashanti,Atwima Mponua,2022.0,1.0,2.8118851693060805E-5
Ashanti,Adansi South,2022.0,1.0,2.5838795843495196E-5
Ashanti,Adansi North,2022.0,1.0,2.6881356434542162E-5
Ashanti,Bosome Freho,2022.0,1.0,2.8399546231812352E-5
Ashanti,Bekwai Municipal,2022.0,1.0,3.32983049163775E-5
Ashanti,Amansie Central,2022.0,1.0,3.0157223188561524E-5
Western,Wassa Amenfi West,2022.0,1.0,2.1097818460574706E-5
Ashanti,Afigya Kwabre,2022.0,1.0,4.342721431891104E-5
Ashanti,Atwima Kwanwoma,2022.0,1.0,5.0388015677523345E-5
Ashanti,Afigya Sekyere,2022.0,1.0,3.8089054295397985E-5
Ashanti,Sekyere Central,2022.0,1.0,5.952949233681675E-5
Ashanti,Offinso North,2022.0,1.0,3.479680879936563E-5
Ashanti,Offinso Municipal,2022.0,1.0,3.4376591449212E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2022.0,1.0,3.547809209400732E-5
Ashanti,Mampong Municipal,2022.0,1.0,4.140733833199433E-5
Western,Ellembelle,2022.0,1.0,1.9583079958745204E-5
Western,Prestea / Huni Valley,2022.0,1.0,2.3257081460880147E-5
Western,Nzema East,2022.0,1.0,2.1617732958082926E-5
Western,Tarkwa Nsuaem,2022.0,1.0,2.5408275241290634E-5
Western,Sefwi Akontombra,2022.0,1.0,2.2372685037323625E-5
Western,Sekondi Takoradi,2022.0,1.0,3.4472589863639756E-5
Western,Sefwi-Wiawso,2022.0,1.0,2.4470566974698057E-5
Western,Shama,2022.0,1.0,3.288957505799261E-5
Ashanti,Sekyere East,2022.0,1.0,3.431176743672592E-5
Western,Aowin,2022.0,1.0,1.9699915792693072E-5
Western,Suaman,2022.0,1.0,2.3731140546247665E-5
Western,Bia East,2022.0,1.0,2.1028662088914858E-5
Western,Bia West,2022.0,1.0,2.1327991570110536E-5
Western,Bodi,2022.0,1.0,2.2091708438545087E-5
Western,Juabeso,2022.0,1.0,2.264883733212734E-5
Western,Wassa East,2022.0,1.0,2.2860651478421548E-5
Western,Mpohor,2022.0,1.0,2.4654449875024828E-5
Western,Wassa Amenfi Central,2022.0,1.0,2.2590022807637786E-5
Ashanti,Sekyere Afram Plains,2022.0,1.0,4.479578062551735E-5
Ashanti,Sekyere Afram Plains North,2022.0,1.0,6.936890709409819E-5
Ashanti,Asante Akim North,2022.0,1.0,4.777714862256758E-5
Ashanti,Asante Akim Central Municipal,2022.0,1.0,3.2723918319793484E-5
Ashanti,Asokore Mampong Municipal,2022.0,1.0,6.427051212326394E-5
Ashanti,Kma,2022.0,1.0,6.608537480732651E-5
Western,Wassa Amenfi East,2022.0,1.0,2.4521179405679817E-5
Ashanti,Kwabre,2022.0,1.0,4.751791568391907E-5
Ashanti,Ejura Sekye Dumase,2022.0,1.0,4.431431086969004E-5
Ashanti,Ahafo Ano South,2022.0,1.0,3.035923298836321E-5
Western,Jomoro,2022.0,1.0,1.7391256001174933E-5
Western,Ahanta West,2022.0,1.0,2.0582538990888702E-5
Western,Sefwi Bibiani-Anhwiaso Bekwai,2022.0,1.0,2.7616863351056825E-5
Ashanti,Amansie West,2022.0,1.0,3.315713895750111E-5
Ashanti,Asante Akim South,2022.0,1.0,3.091050398945818E-5
Ashanti,Ahafo Ano North,2022.0,1.0,2.66674565774399E-5
Ashanti,Ejisu Juaben,2022.0,1.0,3.370004282231399E-5
Ashanti,Obuasi Municipal,2022.0,2.0,1.9728393254842297E-5
Ashanti,Atwima Nwabiagya,2022.0,2.0,2.868588575307946E-5
Ashanti,Atwima Mponua,2022.0,2.0,1.9552540166669937E-5
Ashanti,Adansi South,2022.0,2.0,1.6455674754960193E-5
Ashanti,Adansi North,2022.0,2.0,1.6275040666744233E-5
Ashanti,Bosome Freho,2022.0,2.0,1.5711289610858118E-5
Ashanti,Bekwai Municipal,2022.0,2.0,2.0719543276606854E-5
Ashanti,Amansie Central,2022.0,2.0,1.8951380638533404E-5
Western,Wassa Amenfi West,2022.0,2.0,1.4997616307644591E-5
Ashanti,Afigya Kwabre,2022.0,2.0,2.8167651971954715E-5
Ashanti,Atwima Kwanwoma,2022.0,2.0,2.9330569503018602E-5
Ashanti,Afigya Sekyere,2022.0,2.0,2.6483746509576615E-5
Ashanti,Sekyere Central,2022.0,2.0,3.6374194891156545E-5
Ashanti,Offinso North,2022.0,2.0,2.6763397506389632E-5
Ashanti,Offinso Municipal,2022.0,2.0,2.4467395113369792E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2022.0,2.0,2.3055675620701083E-5
Ashanti,Mampong Municipal,2022.0,2.0,3.0206729033003113E-5
Western,Ellembelle,2022.0,2.0,1.2933257798570934E-5
Western,Prestea / Huni Valley,2022.0,2.0,1.628027728668644E-5
Western,Nzema East,2022.0,2.0,1.4065632073458831E-5
Western,Tarkwa Nsuaem,2022.0,2.0,1.790030283709758E-5
Western,Sefwi Akontombra,2022.0,2.0,1.5976591307801216E-5
Western,Sekondi Takoradi,2022.0,2.0,1.7510913631447606E-5
Western,Sefwi-Wiawso,2022.0,2.0,1.834277293264292E-5
Western,Shama,2022.0,2.0,2.3815511374071077E-5
Ashanti,Sekyere East,2022.0,2.0,2.35741624448427E-5
Western,Aowin,2022.0,2.0,1.5185901589125932E-5
Western,Suaman,2022.0,2.0,1.556188289087168E-5
Western,Bia East,2022.0,2.0,1.6667061195740625E-5
Western,Bia West,2022.0,2.0,1.5188448346826273E-5
Western,Bodi,2022.0,2.0,1.6991559317691406E-5
Western,Juabeso,2022.0,2.0,1.5835120433957878E-5
Western,Wassa East,2022.0,2.0,1.6817650404894813E-5
Western,Mpohor,2022.0,2.0,1.554803847144035E-5
Western,Wassa Amenfi Central,2022.0,2.0,1.4642281274795128E-5
Ashanti,Sekyere Afram Plains,2022.0,2.0,2.884335032626765E-5
Ashanti,Sekyere Afram Plains North,2022.0,2.0,3.603300937812125E-5
Ashanti,Asante Akim North,2022.0,2.0,2.6270148928614593E-5
Ashanti,Asante Akim Central Municipal,2022.0,2.0,2.0846550695189767E-5
Ashanti,Asokore Mampong Municipal,2022.0,2.0,4.397009880884964E-5
Ashanti,Kma,2022.0,2.0,4.117738711779207E-5
Western,Wassa Amenfi East,2022.0,2.0,1.51093746502469E-5
Ashanti,Kwabre,2022.0,2.0,3.3861099230117605E-5
Ashanti,Ejura Sekye Dumase,2022.0,2.0,3.1670616680285186E-5
Ashanti,Ahafo Ano South,2022.0,2.0,2.292395653584137E-5
Western,Jomoro,2022.0,2.0,1.2943128622078574E-5
Western,Ahanta West,2022.0,2.0,1.3197020237085119E-5
Western,Sefwi Bibiani-Anhwiaso Bekwai,2022.0,2.0,1.7887268542591023E-5
Ashanti,Amansie West,2022.0,2.0,2.0390936161412218E-5
Ashanti,Asante Akim South,2022.0,2.0,1.7028349978779813E-5
Ashanti,Ahafo Ano North,2022.0,2.0,2.1494694539878668E-5
Ashanti,Ejisu Juaben,2022.0,2.0,2.4910848872998505E-5
Ashanti,Obuasi Municipal,2022.0,3.0,1.795430753606368E-5
Ashanti,Atwima Nwabiagya,2022.0,3.0,2.1485974876772334E-5
Ashanti,Atwima Mponua,2022.0,3.0,1.8571239865771745E-5
Ashanti,Adansi South,2022.0,3.0,1.7226345505635296E-5
Ashanti,Adansi North,2022.0,3.0,1.6576344535262498E-5
Ashanti,Bosome Freho,2022.0,3.0,1.7280180700567645E-5
Ashanti,Bekwai Municipal,2022.0,3.0,1.8569303367000355E-5
Ashanti,Amansie Central,2022.0,3.0,1.7865005054940322E-5
Western,Wassa Amenfi West,2022.0,3.0,1.673266538034124E-5
Ashanti,Afigya Kwabre,2022.0,3.0,2.3137820916518664E-5
Ashanti,Atwima Kwanwoma,2022.0,3.0,2.2079376234944197E-5
Ashanti,Afigya Sekyere,2022.0,3.0,2.1625055256549936E-5
Ashanti,Sekyere Central,2022.0,3.0,2.2204528291174596E-5
Ashanti,Offinso North,2022.0,3.0,1.999037246147237E-5
Ashanti,Offinso Municipal,2022.0,3.0,2.0113194105760618E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2022.0,3.0,2.0752663987700347E-5
Ashanti,Mampong Municipal,2022.0,3.0,2.1376230531900088E-5
Western,Ellembelle,2022.0,3.0,1.4948569416081259E-5
Western,Prestea / Huni Valley,2022.0,3.0,1.722413753011748E-5
Western,Nzema East,2022.0,3.0,1.5090906710308897E-5
Western,Tarkwa Nsuaem,2022.0,3.0,1.722270280345323E-5
Western,Sefwi Akontombra,2022.0,3.0,1.7195392024560008E-5
Western,Sekondi Takoradi,2022.0,3.0,1.5944401049703733E-5
Western,Sefwi-Wiawso,2022.0,3.0,1.697665878987761E-5
Western,Shama,2022.0,3.0,2.1025293429703464E-5
Ashanti,Sekyere East,2022.0,3.0,2.1106603796606596E-5
Western,Aowin,2022.0,3.0,1.712173972272909E-5
Western,Suaman,2022.0,3.0,1.735755459132724E-5
Western,Bia East,2022.0,3.0,1.598834165446847E-5
Western,Bia West,2022.0,3.0,1.6621157253402268E-5
Western,Bodi,2022.0,3.0,1.7542246025847758E-5
Western,Juabeso,2022.0,3.0,1.638085657653121E-5
Western,Wassa East,2022.0,3.0,1.8025956872446612E-5
Western,Mpohor,2022.0,3.0,1.42209742148738E-5
Western,Wassa Amenfi Central,2022.0,3.0,1.610064828446623E-5
Ashanti,Sekyere Afram Plains,2022.0,3.0,2.003397539345855E-5
Ashanti,Sekyere Afram Plains North,2022.0,3.0,1.8953642545041323E-5
Ashanti,Asante Akim North,2022.0,3.0,2.0578781352849116E-5
Ashanti,Asante Akim Central Municipal,2022.0,3.0,2.0394395152258704E-5
Ashanti,Asokore Mampong Municipal,2022.0,3.0,3.080255662352477E-5
Ashanti,Kma,2022.0,3.0,2.805310127099135E-5
Western,Wassa Amenfi East,2022.0,3.0,1.6425693923136488E-5
Ashanti,Kwabre,2022.0,3.0,2.882613880976108E-5
Ashanti,Ejura Sekye Dumase,2022.0,3.0,2.2307243728373243E-5
Ashanti,Ahafo Ano South,2022.0,3.0,1.918773982013022E-5
Western,Jomoro,2022.0,3.0,1.4169703935088249E-5
Western,Ahanta West,2022.0,3.0,1.2469924087757492E-5
Western,Sefwi Bibiani-Anhwiaso Bekwai,2022.0,3.0,1.7634304759856925E-5
Ashanti,Amansie West,2022.0,3.0,1.825675601681588E-5
Ashanti,Asante Akim South,2022.0,3.0,1.7442010162607297E-5
Ashanti,Ahafo Ano North,2022.0,3.0,1.864517510682642E-5
Ashanti,Ejisu Juaben,2022.0,3.0,2.2092141473535223E-5
Ashanti,Obuasi Municipal,2022.0,4.0,1.3484583954647092E-5
Ashanti,Atwima Nwabiagya,2022.0,4.0,1.9079714776532543E-5
Ashanti,Atwima Mponua,2022.0,4.0,1.451904416326208E-5
Ashanti,Adansi South,2022.0,4.0,1.2372470549984293E-5
Ashanti,Adansi North,2022.0,4.0,1.237621827508934E-5
Ashanti,Bosome Freho,2022.0,4.0,1.2883463912936556E-5
Ashanti,Bekwai Municipal,2022.0,4.0,1.49123887483418E-5
Ashanti,Amansie Central,2022.0,4.0,1.444839937629641E-5
Western,Wassa Amenfi West,2022.0,4.0,1.3987782636977647E-5
Ashanti,Afigya Kwabre,2022.0,4.0,2.0004523065459642E-5
Ashanti,Atwima Kwanwoma,2022.0,4.0,1.721467836946224E-5
Ashanti,Afigya Sekyere,2022.0,4.0,1.6987923312362136E-5
Ashanti,Sekyere Central,2022.0,4.0,1.3723932979526713E-5
Ashanti,Offinso North,2022.0,4.0,1.2383952038597983E-5
Ashanti,Offinso Municipal,2022.0,4.0,1.568884356186316E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2022.0,4.0,1.654888375010381E-5
Ashanti,Mampong Municipal,2022.0,4.0,1.501321353469992E-5
Western,Ellembelle,2022.0,4.0,1.3126916860483317E-5
Western,Prestea / Huni Valley,2022.0,4.0,1.4881060550399478E-5
Western,Nzema East,2022.0,4.0,1.3025176452302012E-5
Western,Tarkwa Nsuaem,2022.0,4.0,1.535974088338224E-5
Western,Sefwi Akontombra,2022.0,4.0,1.2478295779359828E-5
Western,Sekondi Takoradi,2022.0,4.0,1.8307452848523694E-5
Western,Sefwi-Wiawso,2022.0,4.0,1.2859368803045042E-5
Western,Shama,2022.0,4.0,1.7969009813402763E-5
Ashanti,Sekyere East,2022.0,4.0,1.6996250551884806E-5
Western,Aowin,2022.0,4.0,1.337026161614656E-5
Western,Suaman,2022.0,4.0,1.4134543677424789E-5
Western,Bia East,2022.0,4.0,1.4686632032088974E-5
Western,Bia West,2022.0,4.0,1.3986037695515378E-5
Western,Bodi,2022.0,4.0,1.3053014997785933E-5
Western,Juabeso,2022.0,4.0,1.3388985071252414E-5
Western,Wassa East,2022.0,4.0,1.3008298109842294E-5
Western,Mpohor,2022.0,4.0,1.4092924030540477E-5
Western,Wassa Amenfi Central,2022.0,4.0,1.5021757188526484E-5
Ashanti,Sekyere Afram Plains,2022.0,4.0,1.5271284432795567E-5
Ashanti,Sekyere Afram Plains North,2022.0,4.0,1.3112622584855744E-5
Ashanti,Asante Akim North,2022.0,4.0,1.4583272391779414E-5
Ashanti,Asante Akim Central Municipal,2022.0,4.0,1.5002978334374965E-5
Ashanti,Asokore Mampong Municipal,2022.0,4.0,2.8273761247033636E-5
Ashanti,Kma,2022.0,4.0,2.7778978550181248E-5
Western,Wassa Amenfi East,2022.0,4.0,1.3821904902561098E-5
Ashanti,Kwabre,2022.0,4.0,2.282513631352718E-5
Ashanti,Ejura Sekye Dumase,2022.0,4.0,1.3930986949220736E-5
Ashanti,Ahafo Ano South,2022.0,4.0,1.4703717395422865E-5
Western,Jomoro,2022.0,4.0,1.2715053803132137E-5
Western,Ahanta West,2022.0,4.0,9.638396894488344E-6
Western,Sefwi Bibiani-Anhwiaso Bekwai,2022.0,4.0,1.5484581739119404E-5
Ashanti,Amansie West,2022.0,4.0,1.581766943392108E-5
Ashanti,Asante Akim South,2022.0,4.0,1.3526577896090492E-5
Ashanti,Ahafo Ano North,2022.0,4.0,1.3419401728117526E-5
Ashanti,Ejisu Juaben,2022.0,4.0,1.668879215742839E-5
Ashanti,Obuasi Municipal,2022.0,5.0,1.6276417247751498E-5
Ashanti,Atwima Nwabiagya,2022.0,5.0,1.694896361621548E-5
Ashanti,Atwima Mponua,2022.0,5.0,1.566238340724639E-5
Ashanti,Adansi South,2022.0,5.0,1.4650218790238755E-5
Ashanti,Adansi North,2022.0,5.0,1.5929439023331838E-5
Ashanti,Bosome Freho,2022.0,5.0,1.6347977494926156E-5
Ashanti,Bekwai Municipal,2022.0,5.0,1.7022829137550363E-5
Ashanti,Amansie Central,2022.0,5.0,1.6647069250664483E-5
Western,Wassa Amenfi West,2022.0,5.0,1.4462851249213552E-5
Ashanti,Afigya Kwabre,2022.0,5.0,1.801370850069126E-5
Ashanti,Atwima Kwanwoma,2022.0,5.0,1.588710024488495E-5
Ashanti,Afigya Sekyere,2022.0,5.0,1.604040745594824E-5
Ashanti,Sekyere Central,2022.0,5.0,1.3200515021556144E-5
Ashanti,Offinso North,2022.0,5.0,1.3540225357853244E-5
Ashanti,Offinso Municipal,2022.0,5.0,1.4737866958395198E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2022.0,5.0,1.625153300060759E-5
Ashanti,Mampong Municipal,2022.0,5.0,1.3879099572566633E-5
Western,Ellembelle,2022.0,5.0,1.3690234584417895E-5
Western,Prestea / Huni Valley,2022.0,5.0,1.684222608537588E-5
Western,Nzema East,2022.0,5.0,1.4153497624738033E-5
Western,Tarkwa Nsuaem,2022.0,5.0,1.4898517507815286E-5
Western,Sefwi Akontombra,2022.0,5.0,1.2979576315297967E-5
Western,Sekondi Takoradi,2022.0,5.0,1.6004065657235712E-5
Western,Sefwi-Wiawso,2022.0,5.0,1.4310629337261537E-5
Western,Shama,2022.0,5.0,2.0976132462469413E-5
Ashanti,Sekyere East,2022.0,5.0,1.557149434083215E-5
Western,Aowin,2022.0,5.0,1.3590387625139984E-5
Western,Suaman,2022.0,5.0,1.348763965116689E-5
Western,Bia East,2022.0,5.0,1.3348488436438893E-5
Western,Bia West,2022.0,5.0,1.345860667099723E-5
Western,Bodi,2022.0,5.0,1.3497940011288121E-5
Western,Juabeso,2022.0,5.0,1.3490573346913552E-5
Western,Wassa East,2022.0,5.0,1.7260128093767863E-5
Western,Mpohor,2022.0,5.0,1.54965658474985E-5
Western,Wassa Amenfi Central,2022.0,5.0,1.485697202122599E-5
Ashanti,Sekyere Afram Plains,2022.0,5.0,1.4408812478422333E-5
Ashanti,Sekyere Afram Plains North,2022.0,5.0,1.2660324233176358E-5
Ashanti,Asante Akim North,2022.0,5.0,1.451827219410742E-5
Ashanti,Asante Akim Central Municipal,2022.0,5.0,1.4942175963503529E-5
Ashanti,Asokore Mampong Municipal,2022.0,5.0,2.5684259263731096E-5
Ashanti,Kma,2022.0,5.0,2.297442485676768E-5
Western,Wassa Amenfi East,2022.0,5.0,1.5182112555673501E-5
Ashanti,Kwabre,2022.0,5.0,2.137071183075898E-5
Ashanti,Ejura Sekye Dumase,2022.0,5.0,1.3082770638794613E-5
Ashanti,Ahafo Ano South,2022.0,5.0,1.3741225794295895E-5
Western,Jomoro,2022.0,5.0,1.270474460318352E-5
Western,Ahanta West,2022.0,5.0,1.2908801561614308E-5
Western,Sefwi Bibiani-Anhwiaso Bekwai,2022.0,5.0,1.540655649824322E-5
Ashanti,Amansie West,2022.0,5.0,1.6642044125719857E-5
Ashanti,Asante Akim South,2022.0,5.0,1.5183436562047882E-5
Ashanti,Ahafo Ano North,2022.0,5.0,1.3372979639965267E-5
Ashanti,Ejisu Juaben,2022.0,5.0,1.6658486543520088E-5
Ashanti,Obuasi Municipal,2022.0,6.0,1.4586655145149708E-5
Ashanti,Atwima Nwabiagya,2022.0,6.0,1.631322477468197E-5
Ashanti,Atwima Mponua,2022.0,6.0,1.3472541457219688E-5
Ashanti,Adansi South,2022.0,6.0,1.2927625102013926E-5
Ashanti,Adansi North,2022.0,6.0,1.3319930177903226E-5
Ashanti,Bosome Freho,2022.0,6.0,1.321493530105391E-5
Ashanti,Bekwai Municipal,2022.0,6.0,1.4293217816928358E-5
Ashanti,Amansie Central,2022.0,6.0,1.5329790796633507E-5
Western,Wassa Amenfi West,2022.0,6.0,1.3351351303148957E-5
Ashanti,Afigya Kwabre,2022.0,6.0,1.6758225025436328E-5
Ashanti,Atwima Kwanwoma,2022.0,6.0,1.552403975386172E-5
Ashanti,Afigya Sekyere,2022.0,6.0,1.4163580564276381E-5
Ashanti,Sekyere Central,2022.0,6.0,1.2466936102228343E-5
Ashanti,Offinso North,2022.0,6.0,1.427650861971628E-5
Ashanti,Offinso Municipal,2022.0,6.0,1.4237266660120091E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2022.0,6.0,1.5042063492636861E-5
Ashanti,Mampong Municipal,2022.0,6.0,1.284772490383546E-5
Western,Ellembelle,2022.0,6.0,1.2126054141755636E-5
Western,Prestea / Huni Valley,2022.0,6.0,1.6942022381940124E-5
Western,Nzema East,2022.0,6.0,1.313876736761765E-5
Western,Tarkwa Nsuaem,2022.0,6.0,1.5128468717753016E-5
Western,Sefwi Akontombra,2022.0,6.0,1.211928919559629E-5
Western,Sekondi Takoradi,2022.0,6.0,1.3777680419466708E-5
Western,Sefwi-Wiawso,2022.0,6.0,1.2310754221069668E-5
Western,Shama,2022.0,6.0,1.925250796299574E-5
Ashanti,Sekyere East,2022.0,6.0,1.5082510539586238E-5
Western,Aowin,2022.0,6.0,1.292363541287459E-5
Western,Suaman,2022.0,6.0,1.222115123462761E-5
Western,Bia East,2022.0,6.0,1.1625073288884869E-5
Western,Bia West,2022.0,6.0,1.1920713416782248E-5
Western,Bodi,2022.0,6.0,1.313761049481484E-5
Western,Juabeso,2022.0,6.0,1.242297153371867E-5
Western,Wassa East,2022.0,6.0,1.6402631625788364E-5
Western,Mpohor,2022.0,6.0,1.2298373450487668E-5
Western,Wassa Amenfi Central,2022.0,6.0,1.3828918500924008E-5
Ashanti,Sekyere Afram Plains,2022.0,6.0,1.3609187881903935E-5
Ashanti,Sekyere Afram Plains North,2022.0,6.0,1.1615653175423005E-5
Ashanti,Asante Akim North,2022.0,6.0,1.3596800855515798E-5
Ashanti,Asante Akim Central Municipal,2022.0,6.0,1.3568944639759782E-5
Ashanti,Asokore Mampong Municipal,2022.0,6.0,2.2007168030152293E-5
Ashanti,Kma,2022.0,6.0,2.17305170663604E-5
Western,Wassa Amenfi East,2022.0,6.0,1.395087338360071E-5
Ashanti,Kwabre,2022.0,6.0,2.010891544379825E-5
Ashanti,Ejura Sekye Dumase,2022.0,6.0,1.2571071410349892E-5
Ashanti,Ahafo Ano South,2022.0,6.0,1.2708995841968784E-5
Western,Jomoro,2022.0,6.0,1.0860598212659926E-5
Western,Ahanta West,2022.0,6.0,8.69380478907951E-6
Western,Sefwi Bibiani-Anhwiaso Bekwai,2022.0,6.0,1.2871817197226161E-5
Ashanti,Amansie West,2022.0,6.0,1.417634403739991E-5
Ashanti,Asante Akim South,2022.0,6.0,1.2752053583538037E-5
Ashanti,Ahafo Ano North,2022.0,6.0,1.2627929948088744E-5
Ashanti,Ejisu Juaben,2022.0,6.0,1.5765913002133347E-5
Ashanti,Obuasi Municipal,2022.0,7.0,1.0946808996021354E-5
Ashanti,Atwima Nwabiagya,2022.0,7.0,1.1133279265149734E-5
Ashanti,Atwima Mponua,2022.0,7.0,9.749707268353173E-6
Ashanti,Adansi South,2022.0,7.0,1.0298945962341518E-5
Ashanti,Adansi North,2022.0,7.0,9.931142701851458E-6
Ashanti,Bosome Freho,2022.0,7.0,9.482862968812698E-6
Ashanti,Bekwai Municipal,2022.0,7.0,1.1248945459753674E-5
Ashanti,Amansie Central,2022.0,7.0,1.1809151035550454E-5
Western,Wassa Amenfi West,2022.0,7.0,1.0420832479473198E-5
Ashanti,Afigya Kwabre,2022.0,7.0,1.2405930918881165E-5
Ashanti,Atwima Kwanwoma,2022.0,7.0,1.0217961412878578E-5
Ashanti,Afigya Sekyere,2022.0,7.0,1.1022259026114755E-5
Ashanti,Sekyere Central,2022.0,7.0,1.105808305093836E-5
Ashanti,Offinso North,2022.0,7.0,1.0518487202789966E-5
Ashanti,Offinso Municipal,2022.0,7.0,9.701849349723446E-6
Ashanti,Bosomtwe /Atwima / Kwanwoma,2022.0,7.0,1.0915362350234829E-5
Ashanti,Mampong Municipal,2022.0,7.0,1.0229097994610229E-5
Western,Ellembelle,2022.0,7.0,7.913731630509932E-6
Western,Prestea / Huni Valley,2022.0,7.0,1.1854428312815647E-5
Western,Nzema East,2022.0,7.0,9.421963501182157E-6
Western,Tarkwa Nsuaem,2022.0,7.0,1.1530876869349305E-5
Western,Sefwi Akontombra,2022.0,7.0,8.347335785297291E-6
Western,Sekondi Takoradi,2022.0,7.0,8.547328708942294E-6
Western,Sefwi-Wiawso,2022.0,7.0,9.137795235478389E-6
Western,Shama,2022.0,7.0,1.662710810664548E-5
Ashanti,Sekyere East,2022.0,7.0,1.1130265685005323E-5
Western,Aowin,2022.0,7.0,9.647351646759828E-6
Western,Suaman,2022.0,7.0,9.265973874803034E-6
Western,Bia East,2022.0,7.0,9.049811880727992E-6
Western,Bia West,2022.0,7.0,9.097580452142815E-6
Western,Bodi,2022.0,7.0,8.903897906251475E-6
Western,Juabeso,2022.0,7.0,8.398913766261003E-6
Western,Wassa East,2022.0,7.0,1.168452601876021E-5
Western,Mpohor,2022.0,7.0,8.219382966093E-6
Western,Wassa Amenfi Central,2022.0,7.0,9.457787360199731E-6
Ashanti,Sekyere Afram Plains,2022.0,7.0,1.0568284257417126E-5
Ashanti,Sekyere Afram Plains North,2022.0,7.0,1.0583111871696784E-5
Ashanti,Asante Akim North,2022.0,7.0,1.1889751237356864E-5
Ashanti,Asante Akim Central Municipal,2022.0,7.0,1.162445119030421E-5
Ashanti,Asokore Mampong Municipal,2022.0,7.0,1.7132205953740727E-5
Ashanti,Kma,2022.0,7.0,1.5138302841676891E-5
Western,Wassa Amenfi East,2022.0,7.0,1.0127575767536633E-5
Ashanti,Kwabre,2022.0,7.0,1.6178511441562254E-5
Ashanti,Ejura Sekye Dumase,2022.0,7.0,1.0960479861595038E-5
Ashanti,Ahafo Ano South,2022.0,7.0,9.963519032473579E-6
Western,Jomoro,2022.0,7.0,8.21568844052948E-6
Western,Ahanta West,2022.0,7.0,6.172118074255038E-6
Western,Sefwi Bibiani-Anhwiaso Bekwai,2022.0,7.0,9.695275847667705E-6
Ashanti,Amansie West,2022.0,7.0,1.1611313122300833E-5
Ashanti,Asante Akim South,2022.0,7.0,1.004479099401001E-5
Ashanti,Ahafo Ano North,2022.0,7.0,1.0157773413913005E-5
Ashanti,Ejisu Juaben,2022.0,7.0,1.2051989854422643E-5
Ashanti,Obuasi Municipal,2022.0,8.0,1.0898209920988273E-5
Ashanti,Atwima Nwabiagya,2022.0,8.0,1.3745233180190658E-5
Ashanti,Atwima Mponua,2022.0,8.0,9.904075701332568E-6
Ashanti,Adansi South,2022.0,8.0,8.569627992982796E-6
Ashanti,Adansi North,2022.0,8.0,9.091486504775681E-6
Ashanti,Bosome Freho,2022.0,8.0,9.457154273488178E-6
Ashanti,Bekwai Municipal,2022.0,8.0,9.068790747849461E-6
Ashanti,Amansie Central,2022.0,8.0,1.0234116702927431E-5
Western,Wassa Amenfi West,2022.0,8.0,8.722688828271851E-6
Ashanti,Afigya Kwabre,2022.0,8.0,1.463745312518468E-5
Ashanti,Atwima Kwanwoma,2022.0,8.0,1.1099949457973544E-5
Ashanti,Afigya Sekyere,2022.0,8.0,1.3463779280974548E-5
Ashanti,Sekyere Central,2022.0,8.0,1.195933231073274E-5
