ADM1_NAME,ADM2_NAME,year,month,tropospheric_NO2_column_number_density
Ashanti,Obuasi Municipal,2020.0,6.0,1.186986348608152E-5
Ashanti,Atwima Nwabiagya,2020.0,6.0,1.3140354633254035E-5
Ashanti,Atwima Mponua,2020.0,6.0,1.0938310898046329E-5
Ashanti,Adansi South,2020.0,6.0,1.1625276760039304E-5
Ashanti,Adansi North,2020.0,6.0,1.248305490800901E-5
Ashanti,Bosome Freho,2020.0,6.0,1.2650699506895276E-5
Ashanti,Bekwai Municipal,2020.0,6.0,1.1340821838567242E-5
Ashanti,Amansie Central,2020.0,6.0,1.1632081056230875E-5
Western,Wassa Amenfi West,2020.0,6.0,1.1302974584161155E-5
Ashanti,Afigya Kwabre,2020.0,6.0,1.3728975625006188E-5
Ashanti,Atwima Kwanwoma,2020.0,6.0,1.3046377932722012E-5
Ashanti,Afigya Sekyere,2020.0,6.0,1.192601055285014E-5
Ashanti,Sekyere Central,2020.0,6.0,1.0715509385983021E-5
Ashanti,Offinso North,2020.0,6.0,1.1148967613440873E-5
Ashanti,Offinso Municipal,2020.0,6.0,1.206593480901628E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2020.0,6.0,1.298683901037579E-5
Ashanti,Mampong Municipal,2020.0,6.0,1.3178935760985036E-5
Western,Ellembelle,2020.0,6.0,9.447159306725571E-6
Western,Prestea / Huni Valley,2020.0,6.0,1.357103502234332E-5
Western,Nzema East,2020.0,6.0,1.048550497683772E-5
Western,Tarkwa Nsuaem,2020.0,6.0,1.190802485358983E-5
Western,Sefwi Akontombra,2020.0,6.0,1.0384437041676636E-5
Western,Sekondi Takoradi,2020.0,6.0,1.3416966569642694E-5
Western,Sefwi-Wiawso,2020.0,6.0,1.1468285309156818E-5
Western,Shama,2020.0,6.0,2.27100309877863E-5
Ashanti,Sekyere East,2020.0,6.0,1.2272215059657239E-5
Western,Aowin,2020.0,6.0,1.255102124765255E-5
Western,Suaman,2020.0,6.0,1.1359778112652352E-5
Western,Bia East,2020.0,6.0,1.0284050586206937E-5
Western,Bia West,2020.0,6.0,9.332417531690752E-6
Western,Bodi,2020.0,6.0,1.0101850607038027E-5
Western,Juabeso,2020.0,6.0,1.1173120749386745E-5
Western,Wassa East,2020.0,6.0,1.2968179555318823E-5
Western,Mpohor,2020.0,6.0,6.666627924117276E-6
Western,Wassa Amenfi Central,2020.0,6.0,1.056270591837431E-5
Ashanti,Sekyere Afram Plains,2020.0,6.0,1.2330278280794787E-5
Ashanti,Sekyere Afram Plains North,2020.0,6.0,1.0584788677314478E-5
Ashanti,Asante Akim North,2020.0,6.0,1.1232113861600192E-5
Ashanti,Asante Akim Central Municipal,2020.0,6.0,1.064457817870033E-5
Ashanti,Asokore Mampong Municipal,2020.0,6.0,1.9977153203224912E-5
Ashanti,Kma,2020.0,6.0,1.7779468608627786E-5
Western,Wassa Amenfi East,2020.0,6.0,1.2095257923099603E-5
Ashanti,Kwabre,2020.0,6.0,1.7986704469859373E-5
Ashanti,Ejura Sekye Dumase,2020.0,6.0,1.1651728646173924E-5
Ashanti,Ahafo Ano South,2020.0,6.0,1.1134572480763072E-5
Western,Jomoro,2020.0,6.0,1.0741259843172277E-5
Western,Ahanta West,2020.0,6.0,8.66380132226839E-6
Western,Sefwi Bibiani-Anhwiaso Bekwai,2020.0,6.0,1.0940086014410845E-5
Ashanti,Amansie West,2020.0,6.0,1.168039291112171E-5
Ashanti,Asante Akim South,2020.0,6.0,1.1782067063878127E-5
Ashanti,Ahafo Ano North,2020.0,6.0,1.1762222288862322E-5
Ashanti,Ejisu Juaben,2020.0,6.0,1.2613838340365882E-5
Ashanti,Obuasi Municipal,2020.0,7.0,1.0103089470837046E-5
Ashanti,Atwima Nwabiagya,2020.0,7.0,1.1224898482598027E-5
Ashanti,Atwima Mponua,2020.0,7.0,1.0390341515238988E-5
Ashanti,Adansi South,2020.0,7.0,1.1281632674368813E-5
Ashanti,Adansi North,2020.0,7.0,1.0641463617952643E-5
Ashanti,Bosome Freho,2020.0,7.0,9.358704573702344E-6
Ashanti,Bekwai Municipal,2020.0,7.0,9.897394074085311E-6
Ashanti,Amansie Central,2020.0,7.0,1.0173946506402612E-5
Western,Wassa Amenfi West,2020.0,7.0,1.0646950380455592E-5
Ashanti,Afigya Kwabre,2020.0,7.0,1.1803770734416656E-5
Ashanti,Atwima Kwanwoma,2020.0,7.0,9.527055438552194E-6
Ashanti,Afigya Sekyere,2020.0,7.0,1.126805098278609E-5
Ashanti,Sekyere Central,2020.0,7.0,1.0769815483395571E-5
Ashanti,Offinso North,2020.0,7.0,1.0001492787623819E-5
Ashanti,Offinso Municipal,2020.0,7.0,9.414600614551993E-6
Ashanti,Bosomtwe /Atwima / Kwanwoma,2020.0,7.0,1.0798837146705773E-5
Ashanti,Mampong Municipal,2020.0,7.0,1.2065037459527276E-5
Western,Ellembelle,2020.0,7.0,8.687311102362477E-6
Western,Prestea / Huni Valley,2020.0,7.0,1.2516391034746772E-5
Western,Nzema East,2020.0,7.0,9.397647765466627E-6
Western,Tarkwa Nsuaem,2020.0,7.0,1.010467750042888E-5
Western,Sefwi Akontombra,2020.0,7.0,1.1588866102049763E-5
Western,Sekondi Takoradi,2020.0,7.0,8.759561920260585E-6
Western,Sefwi-Wiawso,2020.0,7.0,1.112414561489652E-5
Western,Shama,2020.0,7.0,1.1028085687442666E-5
Ashanti,Sekyere East,2020.0,7.0,1.092693716758969E-5
Western,Aowin,2020.0,7.0,1.1525249008877054E-5
Western,Suaman,2020.0,7.0,1.0893621194572908E-5
Western,Bia East,2020.0,7.0,1.026302878432807E-5
Western,Bia West,2020.0,7.0,1.1453621188264049E-5
Western,Bodi,2020.0,7.0,1.0744445340329635E-5
Western,Juabeso,2020.0,7.0,1.1907854248901791E-5
Western,Wassa East,2020.0,7.0,1.2363019754782342E-5
Western,Mpohor,2020.0,7.0,1.1026594377862283E-5
Western,Wassa Amenfi Central,2020.0,7.0,1.060429487664379E-5
Ashanti,Sekyere Afram Plains,2020.0,7.0,1.0893078706930502E-5
Ashanti,Sekyere Afram Plains North,2020.0,7.0,1.0917541488388453E-5
Ashanti,Asante Akim North,2020.0,7.0,1.0538969765041348E-5
Ashanti,Asante Akim Central Municipal,2020.0,7.0,1.0958610348301782E-5
Ashanti,Asokore Mampong Municipal,2020.0,7.0,9.779515710867545E-6
Ashanti,Kma,2020.0,7.0,1.0325653672178926E-5
Western,Wassa Amenfi East,2020.0,7.0,1.189219425357995E-5
Ashanti,Kwabre,2020.0,7.0,1.2688076743606237E-5
Ashanti,Ejura Sekye Dumase,2020.0,7.0,1.0979899194822342E-5
Ashanti,Ahafo Ano South,2020.0,7.0,1.0211717341590853E-5
Western,Jomoro,2020.0,7.0,8.518281310890322E-6
Western,Ahanta West,2020.0,7.0,7.890009539721364E-6
Western,Sefwi Bibiani-Anhwiaso Bekwai,2020.0,7.0,1.0757962284770917E-5
Ashanti,Amansie West,2020.0,7.0,1.2642230146266513E-5
Ashanti,Asante Akim South,2020.0,7.0,1.0771824139718596E-5
Ashanti,Ahafo Ano North,2020.0,7.0,1.074642085954055E-5
Ashanti,Ejisu Juaben,2020.0,7.0,1.091354187537777E-5
Ashanti,Obuasi Municipal,2020.0,8.0,1.0442413747294392E-5
Ashanti,Atwima Nwabiagya,2020.0,8.0,1.0459331387060848E-5
Ashanti,Atwima Mponua,2020.0,8.0,1.087179259103259E-5
Ashanti,Adansi South,2020.0,8.0,1.1463700244144091E-5
Ashanti,Adansi North,2020.0,8.0,1.1129771409452105E-5
Ashanti,Bosome Freho,2020.0,8.0,1.1438761583927868E-5
Ashanti,Bekwai Municipal,2020.0,8.0,1.2117267793480881E-5
Ashanti,Amansie Central,2020.0,8.0,1.1894235357560935E-5
Western,Wassa Amenfi West,2020.0,8.0,1.0686003274143273E-5
Ashanti,Afigya Kwabre,2020.0,8.0,1.1977794984716216E-5
Ashanti,Atwima Kwanwoma,2020.0,8.0,1.0795235083379076E-5
Ashanti,Afigya Sekyere,2020.0,8.0,1.14648018346769E-5
Ashanti,Sekyere Central,2020.0,8.0,1.1704000130390099E-5
Ashanti,Offinso North,2020.0,8.0,8.00665874632435E-6
Ashanti,Offinso Municipal,2020.0,8.0,9.044985229476743E-6
Ashanti,Bosomtwe /Atwima / Kwanwoma,2020.0,8.0,1.1697143880896314E-5
Ashanti,Mampong Municipal,2020.0,8.0,1.0247650974216076E-5
Western,Ellembelle,2020.0,8.0,7.729947618584935E-6
Western,Prestea / Huni Valley,2020.0,8.0,1.099772533172335E-5
Western,Nzema East,2020.0,8.0,8.224042210188682E-6
Western,Tarkwa Nsuaem,2020.0,8.0,9.128925747392135E-6
Western,Sefwi Akontombra,2020.0,8.0,1.1189143899484108E-5
Western,Sekondi Takoradi,2020.0,8.0,8.155632423959463E-6
Western,Sefwi-Wiawso,2020.0,8.0,1.1035975417496503E-5
Western,Shama,2020.0,8.0,1.303950573260731E-5
Ashanti,Sekyere East,2020.0,8.0,1.0231117441885375E-5
Western,Aowin,2020.0,8.0,9.661516871551648E-6
Western,Suaman,2020.0,8.0,9.78573793038792E-6
Western,Bia East,2020.0,8.0,1.0506970613302763E-5
Western,Bia West,2020.0,8.0,1.1196295374510394E-5
Western,Bodi,2020.0,8.0,1.1599968491037515E-5
Western,Juabeso,2020.0,8.0,1.1573812604313505E-5
Western,Wassa East,2020.0,8.0,1.1090542755200266E-5
Western,Mpohor,2020.0,8.0,9.35697585929174E-6
Western,Wassa Amenfi Central,2020.0,8.0,9.977655645802134E-6
Ashanti,Sekyere Afram Plains,2020.0,8.0,1.1081495461276039E-5
Ashanti,Sekyere Afram Plains North,2020.0,8.0,1.0242681742109888E-5
Ashanti,Asante Akim North,2020.0,8.0,1.0722272904493932E-5
Ashanti,Asante Akim Central Municipal,2020.0,8.0,1.0800107941634941E-5
Ashanti,Asokore Mampong Municipal,2020.0,8.0,1.4816249249775238E-5
Ashanti,Kma,2020.0,8.0,1.3225606231158187E-5
Western,Wassa Amenfi East,2020.0,8.0,1.1692917668837252E-5
Ashanti,Kwabre,2020.0,8.0,1.4326111741218972E-5
Ashanti,Ejura Sekye Dumase,2020.0,8.0,1.1447618956978723E-5
Ashanti,Ahafo Ano South,2020.0,8.0,8.75708759604784E-6
Western,Jomoro,2020.0,8.0,7.823220852322454E-6
Western,Ahanta West,2020.0,8.0,6.645294380088187E-6
Western,Sefwi Bibiani-Anhwiaso Bekwai,2020.0,8.0,1.0987842662320557E-5
Ashanti,Amansie West,2020.0,8.0,1.1604759897461039E-5
Ashanti,Asante Akim South,2020.0,8.0,1.0286544827160601E-5
Ashanti,Ahafo Ano North,2020.0,8.0,1.060996039332705E-5
Ashanti,Ejisu Juaben,2020.0,8.0,1.0790446979490386E-5
Ashanti,Obuasi Municipal,2020.0,9.0,9.59422277289551E-6
Ashanti,Atwima Nwabiagya,2020.0,9.0,1.4702415044687894E-5
Ashanti,Atwima Mponua,2020.0,9.0,1.2029428832323856E-5
Ashanti,Adansi South,2020.0,9.0,1.2947993376576625E-5
Ashanti,Adansi North,2020.0,9.0,1.2204429681465224E-5
Ashanti,Bosome Freho,2020.0,9.0,1.286410561708799E-5
Ashanti,Bekwai Municipal,2020.0,9.0,1.3421666313290785E-5
Ashanti,Amansie Central,2020.0,9.0,1.1689275728104327E-5
Western,Wassa Amenfi West,2020.0,9.0,1.1558915200552855E-5
Ashanti,Afigya Kwabre,2020.0,9.0,1.339770548449376E-5
Ashanti,Atwima Kwanwoma,2020.0,9.0,1.3713969937596395E-5
Ashanti,Afigya Sekyere,2020.0,9.0,1.208231813421846E-5
Ashanti,Sekyere Central,2020.0,9.0,1.318999735744215E-5
Ashanti,Offinso North,2020.0,9.0,1.3081365120934711E-5
Ashanti,Offinso Municipal,2020.0,9.0,1.0979354599478074E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2020.0,9.0,1.3220968150716892E-5
Ashanti,Mampong Municipal,2020.0,9.0,1.2466789883126292E-5
Western,Ellembelle,2020.0,9.0,9.569447838417059E-6
Western,Prestea / Huni Valley,2020.0,9.0,1.2479817285453319E-5
Western,Nzema East,2020.0,9.0,9.101781551537648E-6
Western,Tarkwa Nsuaem,2020.0,9.0,1.1320098372761661E-5
Western,Sefwi Akontombra,2020.0,9.0,1.1794275193411196E-5
Western,Sekondi Takoradi,2020.0,9.0,8.707906351337838E-6
Western,Sefwi-Wiawso,2020.0,9.0,1.2053504147783597E-5
Western,Shama,2020.0,9.0,1.4881960009216696E-5
Ashanti,Sekyere East,2020.0,9.0,1.3280299148687092E-5
Western,Aowin,2020.0,9.0,1.368540175716848E-5
Western,Suaman,2020.0,9.0,1.3133878984934705E-5
Western,Bia East,2020.0,9.0,1.1706258497770326E-5
Western,Bia West,2020.0,9.0,1.2358762303113744E-5
Western,Bodi,2020.0,9.0,1.2569865600190152E-5
Western,Juabeso,2020.0,9.0,1.1377853731182689E-5
Western,Wassa East,2020.0,9.0,1.2603983611825645E-5
Western,Mpohor,2020.0,9.0,1.0649520109246984E-5
Western,Wassa Amenfi Central,2020.0,9.0,1.1071853806229613E-5
Ashanti,Sekyere Afram Plains,2020.0,9.0,1.3343927974697767E-5
Ashanti,Sekyere Afram Plains North,2020.0,9.0,1.2030231521205836E-5
Ashanti,Asante Akim North,2020.0,9.0,1.3254127605925386E-5
Ashanti,Asante Akim Central Municipal,2020.0,9.0,1.439696378693344E-5
Ashanti,Asokore Mampong Municipal,2020.0,9.0,1.9717507204124747E-5
Ashanti,Kma,2020.0,9.0,1.8375685948605672E-5
Western,Wassa Amenfi East,2020.0,9.0,1.1420923105067463E-5
Ashanti,Kwabre,2020.0,9.0,1.848556688541657E-5
Ashanti,Ejura Sekye Dumase,2020.0,9.0,1.3371947989565135E-5
Ashanti,Ahafo Ano South,2020.0,9.0,1.1191859509374623E-5
Western,Jomoro,2020.0,9.0,9.708265733154884E-6
Western,Ahanta West,2020.0,9.0,5.743355959808704E-6
Western,Sefwi Bibiani-Anhwiaso Bekwai,2020.0,9.0,1.1483156746724377E-5
Ashanti,Amansie West,2020.0,9.0,1.1615074013144963E-5
Ashanti,Asante Akim South,2020.0,9.0,1.3278573544426798E-5
Ashanti,Ahafo Ano North,2020.0,9.0,1.1664104106094358E-5
Ashanti,Ejisu Juaben,2020.0,9.0,1.4134661783537125E-5
Ashanti,Obuasi Municipal,2020.0,10.0,1.1781740182012504E-5
Ashanti,Atwima Nwabiagya,2020.0,10.0,1.642216376242242E-5
Ashanti,Atwima Mponua,2020.0,10.0,1.2445427977705925E-5
Ashanti,Adansi South,2020.0,10.0,1.1998535132789865E-5
Ashanti,Adansi North,2020.0,10.0,1.1384047708099388E-5
Ashanti,Bosome Freho,2020.0,10.0,1.18588563999014E-5
Ashanti,Bekwai Municipal,2020.0,10.0,1.2944200893241682E-5
Ashanti,Amansie Central,2020.0,10.0,1.299990657879185E-5
Western,Wassa Amenfi West,2020.0,10.0,1.3602106494604513E-5
Ashanti,Afigya Kwabre,2020.0,10.0,1.4769076781751586E-5
Ashanti,Atwima Kwanwoma,2020.0,10.0,1.3944797438509559E-5
Ashanti,Afigya Sekyere,2020.0,10.0,1.2942647627292593E-5
Ashanti,Sekyere Central,2020.0,10.0,1.2385277712932848E-5
Ashanti,Offinso North,2020.0,10.0,1.2145987961357487E-5
Ashanti,Offinso Municipal,2020.0,10.0,1.197838905588825E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2020.0,10.0,1.3405264576636485E-5
Ashanti,Mampong Municipal,2020.0,10.0,1.386208641613353E-5
Western,Ellembelle,2020.0,10.0,1.149106543805242E-5
Western,Prestea / Huni Valley,2020.0,10.0,1.4323072966946944E-5
Western,Nzema East,2020.0,10.0,1.0995421537549269E-5
Western,Tarkwa Nsuaem,2020.0,10.0,1.441187195864413E-5
Western,Sefwi Akontombra,2020.0,10.0,1.2081760411720107E-5
Western,Sekondi Takoradi,2020.0,10.0,1.4427268396724253E-5
Western,Sefwi-Wiawso,2020.0,10.0,1.2237427742968366E-5
Western,Shama,2020.0,10.0,1.7856289319885266E-5
Ashanti,Sekyere East,2020.0,10.0,1.2556904034839615E-5
Western,Aowin,2020.0,10.0,1.3356584395974043E-5
Western,Suaman,2020.0,10.0,1.2706148032874709E-5
Western,Bia East,2020.0,10.0,1.1989649470712946E-5
Western,Bia West,2020.0,10.0,1.1766727083901616E-5
Western,Bodi,2020.0,10.0,1.2070812415758388E-5
Western,Juabeso,2020.0,10.0,1.1640625340188035E-5
Western,Wassa East,2020.0,10.0,1.5078354792585594E-5
Western,Mpohor,2020.0,10.0,1.2928400975576126E-5
Western,Wassa Amenfi Central,2020.0,10.0,1.3852983928249483E-5
Ashanti,Sekyere Afram Plains,2020.0,10.0,1.2057441493739042E-5
Ashanti,Sekyere Afram Plains North,2020.0,10.0,1.1575771071068632E-5
Ashanti,Asante Akim North,2020.0,10.0,1.176732698175377E-5
Ashanti,Asante Akim Central Municipal,2020.0,10.0,1.2988635049837835E-5
Ashanti,Asokore Mampong Municipal,2020.0,10.0,2.0086011528734314E-5
Ashanti,Kma,2020.0,10.0,1.917272839510778E-5
Western,Wassa Amenfi East,2020.0,10.0,1.3630325612324535E-5
Ashanti,Kwabre,2020.0,10.0,1.6249056579310755E-5
Ashanti,Ejura Sekye Dumase,2020.0,10.0,1.2228089568320683E-5
Ashanti,Ahafo Ano South,2020.0,10.0,1.1808250820006753E-5
Western,Jomoro,2020.0,10.0,1.150094600318208E-5
Western,Ahanta West,2020.0,10.0,8.53783169189343E-6
Western,Sefwi Bibiani-Anhwiaso Bekwai,2020.0,10.0,1.2380440446224944E-5
Ashanti,Amansie West,2020.0,10.0,1.332339521136833E-5
Ashanti,Asante Akim South,2020.0,10.0,1.176612266101449E-5
Ashanti,Ahafo Ano North,2020.0,10.0,1.1663962235460893E-5
Ashanti,Ejisu Juaben,2020.0,10.0,1.3157155199308342E-5
Ashanti,Obuasi Municipal,2020.0,11.0,1.2588206376767401E-5
Ashanti,Atwima Nwabiagya,2020.0,11.0,1.8713468303738705E-5
Ashanti,Atwima Mponua,2020.0,11.0,1.3322668382434706E-5
Ashanti,Adansi South,2020.0,11.0,1.2445953288684055E-5
Ashanti,Adansi North,2020.0,11.0,1.2606335163685323E-5
Ashanti,Bosome Freho,2020.0,11.0,1.3267572149644804E-5
Ashanti,Bekwai Municipal,2020.0,11.0,1.3862155334945953E-5
Ashanti,Amansie Central,2020.0,11.0,1.2718791015147652E-5
Western,Wassa Amenfi West,2020.0,11.0,1.1747169025290737E-5
Ashanti,Afigya Kwabre,2020.0,11.0,1.5550666975862373E-5
Ashanti,Atwima Kwanwoma,2020.0,11.0,1.4793938950815891E-5
Ashanti,Afigya Sekyere,2020.0,11.0,1.3296431290394277E-5
Ashanti,Sekyere Central,2020.0,11.0,1.3115816273432016E-5
Ashanti,Offinso North,2020.0,11.0,1.2863833557677308E-5
Ashanti,Offinso Municipal,2020.0,11.0,1.2805148508456031E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2020.0,11.0,1.337286070396135E-5
Ashanti,Mampong Municipal,2020.0,11.0,1.2625595583396429E-5
Western,Ellembelle,2020.0,11.0,1.1400565020301247E-5
Western,Prestea / Huni Valley,2020.0,11.0,1.5278689334840615E-5
Western,Nzema East,2020.0,11.0,1.202562531929995E-5
Western,Tarkwa Nsuaem,2020.0,11.0,1.6377950416134427E-5
Western,Sefwi Akontombra,2020.0,11.0,1.1218347430671587E-5
Western,Sekondi Takoradi,2020.0,11.0,1.7154625073972375E-5
Western,Sefwi-Wiawso,2020.0,11.0,1.1503257357258158E-5
Western,Shama,2020.0,11.0,1.978103920105087E-5
Ashanti,Sekyere East,2020.0,11.0,1.4004645181927237E-5
Western,Aowin,2020.0,11.0,1.161962790857076E-5
Western,Suaman,2020.0,11.0,1.1022724360851478E-5
Western,Bia East,2020.0,11.0,1.119543389076506E-5
Western,Bia West,2020.0,11.0,1.1231798356344328E-5
Western,Bodi,2020.0,11.0,1.0908292246507777E-5
Western,Juabeso,2020.0,11.0,1.0887780653176779E-5
Western,Wassa East,2020.0,11.0,1.3952770457110525E-5
Western,Mpohor,2020.0,11.0,1.3159883723016752E-5
Western,Wassa Amenfi Central,2020.0,11.0,1.3107348758489556E-5
Ashanti,Sekyere Afram Plains,2020.0,11.0,1.4550074534416661E-5
Ashanti,Sekyere Afram Plains North,2020.0,11.0,1.3184576155017871E-5
Ashanti,Asante Akim North,2020.0,11.0,1.3392526419167792E-5
Ashanti,Asante Akim Central Municipal,2020.0,11.0,1.4069979000701702E-5
Ashanti,Asokore Mampong Municipal,2020.0,11.0,2.13657738687923E-5
Ashanti,Kma,2020.0,11.0,1.9796846742462738E-5
Western,Wassa Amenfi East,2020.0,11.0,1.364499199357199E-5
Ashanti,Kwabre,2020.0,11.0,1.8093090470345924E-5
Ashanti,Ejura Sekye Dumase,2020.0,11.0,1.3341980749661793E-5
Ashanti,Ahafo Ano South,2020.0,11.0,1.2546268675411812E-5
Western,Jomoro,2020.0,11.0,1.1080558571809127E-5
Western,Ahanta West,2020.0,11.0,9.960467885748865E-6
Western,Sefwi Bibiani-Anhwiaso Bekwai,2020.0,11.0,1.2230861680904238E-5
Ashanti,Amansie West,2020.0,11.0,1.3604381883739502E-5
Ashanti,Asante Akim South,2020.0,11.0,1.2415209484642932E-5
Ashanti,Ahafo Ano North,2020.0,11.0,1.2523848574637278E-5
Ashanti,Ejisu Juaben,2020.0,11.0,1.4117812247819011E-5
Ashanti,Obuasi Municipal,2020.0,12.0,1.747610976270686E-5
Ashanti,Atwima Nwabiagya,2020.0,12.0,2.2430387371192706E-5
Ashanti,Atwima Mponua,2020.0,12.0,1.8343852531801383E-5
Ashanti,Adansi South,2020.0,12.0,1.8122486160065503E-5
Ashanti,Adansi North,2020.0,12.0,1.6379962555016098E-5
Ashanti,Bosome Freho,2020.0,12.0,1.712559363107962E-5
Ashanti,Bekwai Municipal,2020.0,12.0,1.8426919529841087E-5
Ashanti,Amansie Central,2020.0,12.0,1.7524103913974854E-5
Western,Wassa Amenfi West,2020.0,12.0,1.8836561236235536E-5
Ashanti,Afigya Kwabre,2020.0,12.0,2.311605298373612E-5
Ashanti,Atwima Kwanwoma,2020.0,12.0,2.148035725746423E-5
Ashanti,Afigya Sekyere,2020.0,12.0,2.023938647036875E-5
Ashanti,Sekyere Central,2020.0,12.0,2.827183641648817E-5
Ashanti,Offinso North,2020.0,12.0,2.0512169656253526E-5
Ashanti,Offinso Municipal,2020.0,12.0,1.8321303569136896E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2020.0,12.0,1.9482035306548423E-5
Ashanti,Mampong Municipal,2020.0,12.0,2.1168477170777864E-5
Western,Ellembelle,2020.0,12.0,1.646069215954872E-5
Western,Prestea / Huni Valley,2020.0,12.0,2.252690722417504E-5
Western,Nzema East,2020.0,12.0,1.8129991413662895E-5
Western,Tarkwa Nsuaem,2020.0,12.0,2.219723009790184E-5
Western,Sefwi Akontombra,2020.0,12.0,1.673039979212605E-5
Western,Sekondi Takoradi,2020.0,12.0,2.1123816632345772E-5
Western,Sefwi-Wiawso,2020.0,12.0,1.7088093910811297E-5
Western,Shama,2020.0,12.0,2.9950732134318868E-5
Ashanti,Sekyere East,2020.0,12.0,1.8815022343972344E-5
Western,Aowin,2020.0,12.0,2.3073766350841944E-5
Western,Suaman,2020.0,12.0,1.6749662395076844E-5
Western,Bia East,2020.0,12.0,1.8268142190880305E-5
Western,Bia West,2020.0,12.0,1.814297077074255E-5
Western,Bodi,2020.0,12.0,1.679006424244482E-5
Western,Juabeso,2020.0,12.0,1.6005099711039867E-5
Western,Wassa East,2020.0,12.0,2.066638916649611E-5
Western,Mpohor,2020.0,12.0,2.0656168389166285E-5
Western,Wassa Amenfi Central,2020.0,12.0,1.7949761455397624E-5
Ashanti,Sekyere Afram Plains,2020.0,12.0,1.8629810512993178E-5
Ashanti,Sekyere Afram Plains North,2020.0,12.0,3.803177361782285E-5
Ashanti,Asante Akim North,2020.0,12.0,2.3846150795481992E-5
Ashanti,Asante Akim Central Municipal,2020.0,12.0,1.965832962195147E-5
Ashanti,Asokore Mampong Municipal,2020.0,12.0,3.588913682817191E-5
Ashanti,Kma,2020.0,12.0,3.1911957751399917E-5
Western,Wassa Amenfi East,2020.0,12.0,1.8350644572536983E-5
Ashanti,Kwabre,2020.0,12.0,2.7772298089206443E-5
Ashanti,Ejura Sekye Dumase,2020.0,12.0,2.3079139896435985E-5
Ashanti,Ahafo Ano South,2020.0,12.0,1.84846016200012E-5
Western,Jomoro,2020.0,12.0,1.76549700554735E-5
Western,Ahanta West,2020.0,12.0,1.4437721644787004E-5
Western,Sefwi Bibiani-Anhwiaso Bekwai,2020.0,12.0,1.7591858952748126E-5
Ashanti,Amansie West,2020.0,12.0,1.8388797203933917E-5
Ashanti,Asante Akim South,2020.0,12.0,1.8686747123740353E-5
Ashanti,Ahafo Ano North,2020.0,12.0,1.9377527769009296E-5
Ashanti,Ejisu Juaben,2020.0,12.0,2.052858505182284E-5
Ashanti,Obuasi Municipal,2021.0,1.0,2.4331031380616545E-5
Ashanti,Atwima Nwabiagya,2021.0,1.0,3.217052052050368E-5
Ashanti,Atwima Mponua,2021.0,1.0,2.2381288505770524E-5
Ashanti,Adansi South,2021.0,1.0,2.3730594559430313E-5
Ashanti,Adansi North,2021.0,1.0,2.3597826268127006E-5
Ashanti,Bosome Freho,2021.0,1.0,2.51647896596528E-5
Ashanti,Bekwai Municipal,2021.0,1.0,2.58503640397311E-5
Ashanti,Amansie Central,2021.0,1.0,2.4155494054514816E-5
Western,Wassa Amenfi West,2021.0,1.0,2.0501860901123057E-5
Ashanti,Afigya Kwabre,2021.0,1.0,3.570236935122986E-5
Ashanti,Atwima Kwanwoma,2021.0,1.0,2.9985391450287277E-5
Ashanti,Afigya Sekyere,2021.0,1.0,3.1456597783615406E-5
Ashanti,Sekyere Central,2021.0,1.0,5.194651027534402E-5
Ashanti,Offinso North,2021.0,1.0,3.004099050446333E-5
Ashanti,Offinso Municipal,2021.0,1.0,2.898749179600294E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2021.0,1.0,2.763709011887211E-5
Ashanti,Mampong Municipal,2021.0,1.0,3.690147827268939E-5
Western,Ellembelle,2021.0,1.0,2.082146441719144E-5
Western,Prestea / Huni Valley,2021.0,1.0,2.2945350115994185E-5
Western,Nzema East,2021.0,1.0,2.225372271448641E-5
Western,Tarkwa Nsuaem,2021.0,1.0,2.47148655223875E-5
Western,Sefwi Akontombra,2021.0,1.0,2.0359350501737713E-5
Western,Sekondi Takoradi,2021.0,1.0,2.279125791048274E-5
Western,Sefwi-Wiawso,2021.0,1.0,2.0136218724095844E-5
Western,Shama,2021.0,1.0,3.2262278541122524E-5
Ashanti,Sekyere East,2021.0,1.0,2.7965413860226428E-5
Western,Aowin,2021.0,1.0,1.9150085382765946E-5
Western,Suaman,2021.0,1.0,1.9211844551989855E-5
Western,Bia East,2021.0,1.0,1.8977992733684955E-5
Western,Bia West,2021.0,1.0,1.8490040542755318E-5
Western,Bodi,2021.0,1.0,1.9648904555692823E-5
Western,Juabeso,2021.0,1.0,1.925325590551344E-5
Western,Wassa East,2021.0,1.0,2.221365299511117E-5
Western,Mpohor,2021.0,1.0,2.1129036347509543E-5
Western,Wassa Amenfi Central,2021.0,1.0,2.1207760081656037E-5
Ashanti,Sekyere Afram Plains,2021.0,1.0,3.269510760347512E-5
Ashanti,Sekyere Afram Plains North,2021.0,1.0,5.578234952697811E-5
Ashanti,Asante Akim North,2021.0,1.0,3.684952557547299E-5
Ashanti,Asante Akim Central Municipal,2021.0,1.0,2.717897417901676E-5
Ashanti,Asokore Mampong Municipal,2021.0,1.0,5.797961601620622E-5
