ADM1_NAME,ADM2_NAME,year,month,SO2_column_number_density
Western,Wassa Amenfi East,2020.0,7.0,-1.767065777704601E-5
Ashanti,Kwabre,2020.0,7.0,-1.644516634626218E-4
Ashanti,Ejura Sekye Dumase,2020.0,7.0,-1.78926303230002E-5
Ashanti,Ahafo Ano South,2020.0,7.0,-3.2696573880220286E-6
Western,Jomoro,2020.0,7.0,-2.2254620808155036E-5
Western,Ahanta West,2020.0,7.0,4.880582739004856E-5
Western,Sefwi Bibiani-Anhwiaso Bekwai,2020.0,7.0,-3.589572679592379E-5
Ashanti,Amansie West,2020.0,7.0,2.2949557962875834E-7
Ashanti,Asante Akim South,2020.0,7.0,-3.5669269469192396E-5
Ashanti,Ahafo Ano North,2020.0,7.0,-4.4246896643848074E-5
Ashanti,Ejisu Juaben,2020.0,7.0,-4.1289734927755694E-5
Ashanti,Obuasi Municipal,2020.0,8.0,3.8010350461096653E-7
Ashanti,Atwima Nwabiagya,2020.0,8.0,-2.7690891953885498E-5
Ashanti,Atwima Mponua,2020.0,8.0,-9.567844503260577E-6
Ashanti,Adansi South,2020.0,8.0,1.3945580501216335E-5
Ashanti,Adansi North,2020.0,8.0,-1.812296351652135E-5
Ashanti,Bosome Freho,2020.0,8.0,3.3418020251839844E-6
Ashanti,Bekwai Municipal,2020.0,8.0,6.1824679425250245E-6
Ashanti,Amansie Central,2020.0,8.0,-4.0908144522994465E-5
Western,Wassa Amenfi West,2020.0,8.0,-3.0098054754703334E-5
Ashanti,Afigya Kwabre,2020.0,8.0,-2.5697162133272548E-5
Ashanti,Atwima Kwanwoma,2020.0,8.0,-1.7855321654543984E-5
Ashanti,Afigya Sekyere,2020.0,8.0,4.320767466148519E-5
Ashanti,Sekyere Central,2020.0,8.0,-5.821485789753019E-5
Ashanti,Offinso North,2020.0,8.0,-4.4784131586508654E-5
Ashanti,Offinso Municipal,2020.0,8.0,-2.2615707844341067E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2020.0,8.0,1.1622087784348643E-5
Ashanti,Mampong Municipal,2020.0,8.0,-1.3263401948049314E-5
Western,Ellembelle,2020.0,8.0,3.879952902944384E-5
Western,Prestea / Huni Valley,2020.0,8.0,5.27986723367385E-6
Western,Nzema East,2020.0,8.0,2.8407756772927067E-5
Western,Tarkwa Nsuaem,2020.0,8.0,1.930495928958997E-5
Western,Sefwi Akontombra,2020.0,8.0,-4.430685502690769E-6
Western,Sekondi Takoradi,2020.0,8.0,1.4394542744093447E-5
Western,Sefwi-Wiawso,2020.0,8.0,2.8946578958873546E-5
Western,Shama,2020.0,8.0,1.433455939728962E-5
Ashanti,Sekyere East,2020.0,8.0,-5.99396370548001E-5
Western,Aowin,2020.0,8.0,3.6438007130963814E-5
Western,Suaman,2020.0,8.0,3.479324124412072E-5
Western,Bia East,2020.0,8.0,4.626417561948266E-5
Western,Bia West,2020.0,8.0,-9.363979976527332E-6
Western,Bodi,2020.0,8.0,-1.6740903130660618E-5
Western,Juabeso,2020.0,8.0,1.7038729790295444E-5
Western,Wassa East,2020.0,8.0,-2.0232422436149604E-5
Western,Mpohor,2020.0,8.0,5.7425672261986604E-5
Western,Wassa Amenfi Central,2020.0,8.0,-1.3155637718526698E-5
Ashanti,Sekyere Afram Plains,2020.0,8.0,-2.163160318564205E-5
Ashanti,Sekyere Afram Plains North,2020.0,8.0,-1.1664889566373827E-5
Ashanti,Asante Akim North,2020.0,8.0,8.260444208960762E-6
Ashanti,Asante Akim Central Municipal,2020.0,8.0,1.0547693162976947E-4
Ashanti,Asokore Mampong Municipal,2020.0,8.0,-2.161488543658081E-5
Ashanti,Kma,2020.0,8.0,6.803714521191752E-6
Western,Wassa Amenfi East,2020.0,8.0,-6.858954064394766E-6
Ashanti,Kwabre,2020.0,8.0,2.75992327893655E-5
Ashanti,Ejura Sekye Dumase,2020.0,8.0,-9.789635739501086E-6
Ashanti,Ahafo Ano South,2020.0,8.0,-1.0535010191626633E-5
Western,Jomoro,2020.0,8.0,5.947947865432542E-5
Western,Ahanta West,2020.0,8.0,4.292073079701386E-5
Western,Sefwi Bibiani-Anhwiaso Bekwai,2020.0,8.0,-1.795022619216523E-5
Ashanti,Amansie West,2020.0,8.0,-1.9713014719721938E-5
Ashanti,Asante Akim South,2020.0,8.0,4.042571806700423E-5
Ashanti,Ahafo Ano North,2020.0,8.0,-1.9590675434609865E-5
Ashanti,Ejisu Juaben,2020.0,8.0,-2.500848137113735E-5
Ashanti,Obuasi Municipal,2020.0,9.0,-9.293547142227888E-5
Ashanti,Atwima Nwabiagya,2020.0,9.0,3.730657919421368E-6
Ashanti,Atwima Mponua,2020.0,9.0,-6.077247206045636E-5
Ashanti,Adansi South,2020.0,9.0,-5.296523506724977E-5
Ashanti,Adansi North,2020.0,9.0,-3.63775295197821E-5
Ashanti,Bosome Freho,2020.0,9.0,-5.805378167817197E-5
Ashanti,Bekwai Municipal,2020.0,9.0,-6.772857247413017E-5
Ashanti,Amansie Central,2020.0,9.0,-2.194063578413679E-5
Western,Wassa Amenfi West,2020.0,9.0,-6.517955659737479E-5
Ashanti,Afigya Kwabre,2020.0,9.0,-3.335575802476453E-5
Ashanti,Atwima Kwanwoma,2020.0,9.0,-4.70275983882065E-5
Ashanti,Afigya Sekyere,2020.0,9.0,-4.547133175843609E-5
Ashanti,Sekyere Central,2020.0,9.0,-5.825751536954649E-5
Ashanti,Offinso North,2020.0,9.0,-3.600412094799627E-5
Ashanti,Offinso Municipal,2020.0,9.0,1.0528423207374052E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2020.0,9.0,-1.56723371411846E-5
Ashanti,Mampong Municipal,2020.0,9.0,-9.53840734193912E-5
Western,Ellembelle,2020.0,9.0,-4.894240722632157E-5
Western,Prestea / Huni Valley,2020.0,9.0,-3.849202925018907E-5
Western,Nzema East,2020.0,9.0,-4.799704943240385E-5
Western,Tarkwa Nsuaem,2020.0,9.0,1.3390511230928197E-5
Western,Sefwi Akontombra,2020.0,9.0,-1.0086913798281833E-4
Western,Sekondi Takoradi,2020.0,9.0,1.171805130942665E-4
Western,Sefwi-Wiawso,2020.0,9.0,-1.9747485953873488E-5
Western,Shama,2020.0,9.0,-5.207499271696643E-5
Ashanti,Sekyere East,2020.0,9.0,-6.776074968243031E-5
Western,Aowin,2020.0,9.0,-2.945163475215588E-5
Western,Suaman,2020.0,9.0,-7.264725355555554E-5
Western,Bia East,2020.0,9.0,-3.834169905454249E-5
Western,Bia West,2020.0,9.0,-1.9009171517285042E-5
Western,Bodi,2020.0,9.0,-6.786375662181428E-5
Western,Juabeso,2020.0,9.0,-4.119806859868037E-5
Western,Wassa East,2020.0,9.0,-1.0083660038555293E-5
Western,Mpohor,2020.0,9.0,-1.3857552678055886E-4
Western,Wassa Amenfi Central,2020.0,9.0,-5.029413020153984E-5
Ashanti,Sekyere Afram Plains,2020.0,9.0,-4.5569773445274695E-5
Ashanti,Sekyere Afram Plains North,2020.0,9.0,-3.0342322067736008E-5
Ashanti,Asante Akim North,2020.0,9.0,-4.3354079449627004E-5
Ashanti,Asante Akim Central Municipal,2020.0,9.0,-1.3302951361896605E-4
Ashanti,Asokore Mampong Municipal,2020.0,9.0,-2.6325346489721574E-5
Ashanti,Kma,2020.0,9.0,-4.807595114955218E-6
Western,Wassa Amenfi East,2020.0,9.0,-6.323442051412768E-5
Ashanti,Kwabre,2020.0,9.0,-8.020703755019914E-5
Ashanti,Ejura Sekye Dumase,2020.0,9.0,-6.718089372646555E-5
Ashanti,Ahafo Ano South,2020.0,9.0,-3.6769023133294644E-5
Western,Jomoro,2020.0,9.0,2.0855587977018036E-5
Western,Ahanta West,2020.0,9.0,-5.806515116127194E-5
Western,Sefwi Bibiani-Anhwiaso Bekwai,2020.0,9.0,-2.0315722497672195E-5
Ashanti,Amansie West,2020.0,9.0,-6.137794276940102E-5
Ashanti,Asante Akim South,2020.0,9.0,-7.062758730235585E-5
Ashanti,Ahafo Ano North,2020.0,9.0,-6.701422975500393E-5
Ashanti,Ejisu Juaben,2020.0,9.0,-8.57185334752809E-5
Ashanti,Obuasi Municipal,2020.0,10.0,5.51420522287208E-5
Ashanti,Atwima Nwabiagya,2020.0,10.0,1.650965032691518E-5
Ashanti,Atwima Mponua,2020.0,10.0,5.412815904055969E-6
Ashanti,Adansi South,2020.0,10.0,-3.294821012942496E-7
Ashanti,Adansi North,2020.0,10.0,3.189633710525443E-5
Ashanti,Bosome Freho,2020.0,10.0,6.22972332241087E-7
Ashanti,Bekwai Municipal,2020.0,10.0,1.950539128067038E-5
Ashanti,Amansie Central,2020.0,10.0,-1.536430684458932E-6
Western,Wassa Amenfi West,2020.0,10.0,-1.0121087563767364E-5
Ashanti,Afigya Kwabre,2020.0,10.0,1.974932793391133E-5
Ashanti,Atwima Kwanwoma,2020.0,10.0,-1.6508041216180664E-5
Ashanti,Afigya Sekyere,2020.0,10.0,-9.492013107676854E-7
Ashanti,Sekyere Central,2020.0,10.0,-5.556298878908176E-8
Ashanti,Offinso North,2020.0,10.0,-2.5391353814926757E-5
Ashanti,Offinso Municipal,2020.0,10.0,3.479004093915231E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2020.0,10.0,7.2175506528266596E-6
Ashanti,Mampong Municipal,2020.0,10.0,2.5357859628744413E-5
Western,Ellembelle,2020.0,10.0,-5.0873753322416456E-5
Western,Prestea / Huni Valley,2020.0,10.0,-9.132819292709706E-6
Western,Nzema East,2020.0,10.0,-2.4086948923881874E-5
Western,Tarkwa Nsuaem,2020.0,10.0,-4.259609645052179E-5
Western,Sefwi Akontombra,2020.0,10.0,3.1553249696920216E-6
Western,Sekondi Takoradi,2020.0,10.0,2.804427907939971E-5
Western,Sefwi-Wiawso,2020.0,10.0,1.573646962897832E-5
Western,Shama,2020.0,10.0,-6.708343328281364E-6
Ashanti,Sekyere East,2020.0,10.0,4.0510151566530536E-5
Western,Aowin,2020.0,10.0,-4.359721408159892E-7
Western,Suaman,2020.0,10.0,-6.657017419471262E-6
Western,Bia East,2020.0,10.0,-9.862062343276925E-6
Western,Bia West,2020.0,10.0,-3.1267966517859243E-6
Western,Bodi,2020.0,10.0,-1.33322161473217E-5
Western,Juabeso,2020.0,10.0,-1.7346746370065954E-5
Western,Wassa East,2020.0,10.0,-1.749229500475351E-5
Western,Mpohor,2020.0,10.0,3.771047703489845E-5
Western,Wassa Amenfi Central,2020.0,10.0,4.062147237130778E-6
Ashanti,Sekyere Afram Plains,2020.0,10.0,1.027198982337733E-5
Ashanti,Sekyere Afram Plains North,2020.0,10.0,1.158779563604753E-5
Ashanti,Asante Akim North,2020.0,10.0,-8.136666533029468E-6
Ashanti,Asante Akim Central Municipal,2020.0,10.0,2.655185133311369E-5
Ashanti,Asokore Mampong Municipal,2020.0,10.0,1.3990862553892249E-5
Ashanti,Kma,2020.0,10.0,2.4358765999463454E-5
Western,Wassa Amenfi East,2020.0,10.0,1.8063872087999407E-5
Ashanti,Kwabre,2020.0,10.0,2.509541633615218E-5
Ashanti,Ejura Sekye Dumase,2020.0,10.0,1.1996352029445865E-6
Ashanti,Ahafo Ano South,2020.0,10.0,2.201724635239772E-6
Western,Jomoro,2020.0,10.0,-3.491327343788559E-5
Western,Ahanta West,2020.0,10.0,-3.0062284619480458E-5
Western,Sefwi Bibiani-Anhwiaso Bekwai,2020.0,10.0,-1.2819450604839503E-5
Ashanti,Amansie West,2020.0,10.0,-1.0552139743167052E-5
Ashanti,Asante Akim South,2020.0,10.0,1.873684800352439E-5
Ashanti,Ahafo Ano North,2020.0,10.0,4.165784538183989E-5
Ashanti,Ejisu Juaben,2020.0,10.0,-3.519650908183725E-7
Ashanti,Obuasi Municipal,2020.0,11.0,-1.966358007089077E-5
Ashanti,Atwima Nwabiagya,2020.0,11.0,4.608812440907696E-5
Ashanti,Atwima Mponua,2020.0,11.0,4.5624280385855556E-6
Ashanti,Adansi South,2020.0,11.0,-4.016765985691695E-6
Ashanti,Adansi North,2020.0,11.0,4.54590772886345E-5
Ashanti,Bosome Freho,2020.0,11.0,2.205211565315647E-5
Ashanti,Bekwai Municipal,2020.0,11.0,5.7501480128973665E-5
Ashanti,Amansie Central,2020.0,11.0,1.0182449173893796E-5
Western,Wassa Amenfi West,2020.0,11.0,2.5996885797883658E-5
Ashanti,Afigya Kwabre,2020.0,11.0,1.4544573263870196E-5
Ashanti,Atwima Kwanwoma,2020.0,11.0,1.3769069547528997E-5
Ashanti,Afigya Sekyere,2020.0,11.0,4.386275875385818E-5
Ashanti,Sekyere Central,2020.0,11.0,3.053736487096373E-5
Ashanti,Offinso North,2020.0,11.0,2.623458531303516E-5
Ashanti,Offinso Municipal,2020.0,11.0,7.677681752708458E-6
Ashanti,Bosomtwe /Atwima / Kwanwoma,2020.0,11.0,2.8787562113968813E-5
Ashanti,Mampong Municipal,2020.0,11.0,1.7317079105610758E-5
Western,Ellembelle,2020.0,11.0,-1.8043580625082102E-5
Western,Prestea / Huni Valley,2020.0,11.0,1.3198927484604355E-5
Western,Nzema East,2020.0,11.0,9.33415052692785E-6
Western,Tarkwa Nsuaem,2020.0,11.0,2.018178949273645E-5
Western,Sefwi Akontombra,2020.0,11.0,2.184408533773997E-5
Western,Sekondi Takoradi,2020.0,11.0,1.2612534312492953E-5
Western,Sefwi-Wiawso,2020.0,11.0,6.243148182292547E-6
Western,Shama,2020.0,11.0,6.499479327117162E-6
Ashanti,Sekyere East,2020.0,11.0,3.728060374573179E-6
Western,Aowin,2020.0,11.0,1.6254150504486343E-5
Western,Suaman,2020.0,11.0,9.918611024076327E-6
Western,Bia East,2020.0,11.0,3.547263319626012E-5
Western,Bia West,2020.0,11.0,3.1796567387578063E-6
Western,Bodi,2020.0,11.0,2.1613842658787198E-5
Western,Juabeso,2020.0,11.0,2.1621187171579134E-5
Western,Wassa East,2020.0,11.0,1.6938927758268836E-5
Western,Mpohor,2020.0,11.0,-1.9641154683274138E-5
Western,Wassa Amenfi Central,2020.0,11.0,1.6930484217285374E-5
Ashanti,Sekyere Afram Plains,2020.0,11.0,1.5360422206064518E-5
Ashanti,Sekyere Afram Plains North,2020.0,11.0,1.955354806705091E-5
Ashanti,Asante Akim North,2020.0,11.0,2.5565169247025672E-5
Ashanti,Asante Akim Central Municipal,2020.0,11.0,2.1287636547971253E-5
Ashanti,Asokore Mampong Municipal,2020.0,11.0,5.187767500493635E-5
Ashanti,Kma,2020.0,11.0,5.026628906520452E-5
Western,Wassa Amenfi East,2020.0,11.0,7.408024373155457E-6
Ashanti,Kwabre,2020.0,11.0,1.8136958479984092E-5
Ashanti,Ejura Sekye Dumase,2020.0,11.0,-8.79259695733011E-6
Ashanti,Ahafo Ano South,2020.0,11.0,1.558575524830658E-5
Western,Jomoro,2020.0,11.0,1.5445045496812476E-5
Western,Ahanta West,2020.0,11.0,7.466172940881516E-6
Western,Sefwi Bibiani-Anhwiaso Bekwai,2020.0,11.0,8.73137579143286E-6
Ashanti,Amansie West,2020.0,11.0,7.619006394310587E-7
Ashanti,Asante Akim South,2020.0,11.0,3.112278019743477E-5
Ashanti,Ahafo Ano North,2020.0,11.0,2.4465703174542445E-5
Ashanti,Ejisu Juaben,2020.0,11.0,1.1990995208001534E-5
Ashanti,Obuasi Municipal,2020.0,12.0,7.779681876126407E-6
Ashanti,Atwima Nwabiagya,2020.0,12.0,-8.293647935098355E-6
Ashanti,Atwima Mponua,2020.0,12.0,2.5371029826654677E-5
Ashanti,Adansi South,2020.0,12.0,5.0793252760100725E-5
Ashanti,Adansi North,2020.0,12.0,2.2900145465468736E-5
Ashanti,Bosome Freho,2020.0,12.0,5.952826565627384E-6
Ashanti,Bekwai Municipal,2020.0,12.0,4.729981959377489E-6
Ashanti,Amansie Central,2020.0,12.0,2.9801164538960583E-5
Western,Wassa Amenfi West,2020.0,12.0,1.780861730609393E-5
Ashanti,Afigya Kwabre,2020.0,12.0,1.306051838200282E-5
Ashanti,Atwima Kwanwoma,2020.0,12.0,2.3586065328645574E-5
Ashanti,Afigya Sekyere,2020.0,12.0,7.808096045668181E-6
Ashanti,Sekyere Central,2020.0,12.0,2.76836667477897E-5
Ashanti,Offinso North,2020.0,12.0,2.484317872452851E-5
Ashanti,Offinso Municipal,2020.0,12.0,3.314876357390913E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2020.0,12.0,2.703520309662698E-5
Ashanti,Mampong Municipal,2020.0,12.0,1.1625845656298471E-5
Western,Ellembelle,2020.0,12.0,1.6849829368831588E-5
Western,Prestea / Huni Valley,2020.0,12.0,2.1449491475252593E-5
Western,Nzema East,2020.0,12.0,8.051485901828208E-6
Western,Tarkwa Nsuaem,2020.0,12.0,-6.564952545882175E-6
Western,Sefwi Akontombra,2020.0,12.0,7.2504509286224804E-6
Western,Sekondi Takoradi,2020.0,12.0,9.387061130439503E-6
Western,Sefwi-Wiawso,2020.0,12.0,3.77122618846921E-5
Western,Shama,2020.0,12.0,3.734673400345595E-5
Ashanti,Sekyere East,2020.0,12.0,2.6117542645653537E-5
Western,Aowin,2020.0,12.0,6.665854209203857E-6
Western,Suaman,2020.0,12.0,2.0116350778430057E-5
Western,Bia East,2020.0,12.0,1.8302812954573937E-5
Western,Bia West,2020.0,12.0,2.1124444537798224E-5
Western,Bodi,2020.0,12.0,1.643422821882617E-5
Western,Juabeso,2020.0,12.0,3.37420436026474E-5
Western,Wassa East,2020.0,12.0,2.0025506559261502E-5
Western,Mpohor,2020.0,12.0,1.8002229209064883E-5
Western,Wassa Amenfi Central,2020.0,12.0,1.3547724306303986E-5
Ashanti,Sekyere Afram Plains,2020.0,12.0,2.2519508308817E-5
Ashanti,Sekyere Afram Plains North,2020.0,12.0,2.4108385817260054E-5
Ashanti,Asante Akim North,2020.0,12.0,3.9030249452967896E-5
Ashanti,Asante Akim Central Municipal,2020.0,12.0,4.8787694227331985E-5
Ashanti,Asokore Mampong Municipal,2020.0,12.0,-7.67981384367285E-6
Ashanti,Kma,2020.0,12.0,-1.2368498347732847E-5
Western,Wassa Amenfi East,2020.0,12.0,5.186677547511672E-7
Ashanti,Kwabre,2020.0,12.0,1.0091347711201405E-5
Ashanti,Ejura Sekye Dumase,2020.0,12.0,1.5833090381134365E-5
Ashanti,Ahafo Ano South,2020.0,12.0,1.033841146381273E-5
Western,Jomoro,2020.0,12.0,-4.951985959153754E-6
Western,Ahanta West,2020.0,12.0,1.1801287289728024E-5
Western,Sefwi Bibiani-Anhwiaso Bekwai,2020.0,12.0,1.87091679428937E-5
Ashanti,Amansie West,2020.0,12.0,2.0433186539329264E-5
Ashanti,Asante Akim South,2020.0,12.0,3.082416122802427E-5
Ashanti,Ahafo Ano North,2020.0,12.0,2.7612898625601675E-5
Ashanti,Ejisu Juaben,2020.0,12.0,3.6654677516020024E-5
Ashanti,Obuasi Municipal,2021.0,1.0,3.844519037426454E-5
Ashanti,Atwima Nwabiagya,2021.0,1.0,5.360957945738505E-5
Ashanti,Atwima Mponua,2021.0,1.0,6.61329233156705E-5
Ashanti,Adansi South,2021.0,1.0,3.4544405396407755E-5
Ashanti,Adansi North,2021.0,1.0,5.581382557856882E-5
Ashanti,Bosome Freho,2021.0,1.0,4.612264095715335E-5
Ashanti,Bekwai Municipal,2021.0,1.0,3.93662822870836E-5
Ashanti,Amansie Central,2021.0,1.0,3.0341228951943338E-5
Western,Wassa Amenfi West,2021.0,1.0,2.4365565179062745E-5
Ashanti,Afigya Kwabre,2021.0,1.0,6.135597196795007E-5
Ashanti,Atwima Kwanwoma,2021.0,1.0,6.932205316513275E-5
Ashanti,Afigya Sekyere,2021.0,1.0,7.764221874465997E-5
Ashanti,Sekyere Central,2021.0,1.0,3.376188770238362E-5
Ashanti,Offinso North,2021.0,1.0,5.790757563045513E-5
Ashanti,Offinso Municipal,2021.0,1.0,3.9423408395473315E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2021.0,1.0,6.631849953798381E-5
Ashanti,Mampong Municipal,2021.0,1.0,2.3405382657555406E-5
Western,Ellembelle,2021.0,1.0,-2.336126625466186E-6
Western,Prestea / Huni Valley,2021.0,1.0,2.6428165560123304E-5
Western,Nzema East,2021.0,1.0,1.2788707441691028E-5
Western,Tarkwa Nsuaem,2021.0,1.0,3.667461434212227E-6
Western,Sefwi Akontombra,2021.0,1.0,1.4347172933816749E-5
Western,Sekondi Takoradi,2021.0,1.0,-1.3659339521639016E-5
Western,Sefwi-Wiawso,2021.0,1.0,2.4308119237072417E-5
Western,Shama,2021.0,1.0,1.2262674371103116E-5
Ashanti,Sekyere East,2021.0,1.0,3.319835777882416E-5
Western,Aowin,2021.0,1.0,1.0324666817034294E-5
Western,Suaman,2021.0,1.0,-6.254941438254107E-6
Western,Bia East,2021.0,1.0,6.105086077024303E-5
Western,Bia West,2021.0,1.0,3.5034026759973554E-5
Western,Bodi,2021.0,1.0,5.1729502044730535E-5
Western,Juabeso,2021.0,1.0,3.432683102957168E-5
Western,Wassa East,2021.0,1.0,1.7987137218450546E-5
Western,Mpohor,2021.0,1.0,-3.5758080441450754E-5
Western,Wassa Amenfi Central,2021.0,1.0,3.6404064407968765E-5
Ashanti,Sekyere Afram Plains,2021.0,1.0,3.6681014227864916E-5
Ashanti,Sekyere Afram Plains North,2021.0,1.0,5.2568289245461325E-5
Ashanti,Asante Akim North,2021.0,1.0,4.469676491831389E-5
Ashanti,Asante Akim Central Municipal,2021.0,1.0,6.204432744849539E-6
Ashanti,Asokore Mampong Municipal,2021.0,1.0,9.086872976394228E-5
Ashanti,Kma,2021.0,1.0,7.583284477795065E-5
Western,Wassa Amenfi East,2021.0,1.0,4.4003938409911835E-5
Ashanti,Kwabre,2021.0,1.0,7.558557422840597E-5
Ashanti,Ejura Sekye Dumase,2021.0,1.0,7.283532859540641E-5
Ashanti,Ahafo Ano South,2021.0,1.0,5.11725469670166E-5
Western,Jomoro,2021.0,1.0,7.765332487681189E-6
Western,Ahanta West,2021.0,1.0,1.5503633687317708E-5
Western,Sefwi Bibiani-Anhwiaso Bekwai,2021.0,1.0,1.3711932913041826E-5
Ashanti,Amansie West,2021.0,1.0,4.51693810464508E-5
Ashanti,Asante Akim South,2021.0,1.0,3.8692270293966024E-5
Ashanti,Ahafo Ano North,2021.0,1.0,3.71708884915931E-5
Ashanti,Ejisu Juaben,2021.0,1.0,1.109877716248895E-5
Ashanti,Obuasi Municipal,2021.0,2.0,4.026621301917125E-5
Ashanti,Atwima Nwabiagya,2021.0,2.0,-2.686390285536554E-5
Ashanti,Atwima Mponua,2021.0,2.0,2.7358046763187745E-5
Ashanti,Adansi South,2021.0,2.0,2.330546106084111E-5
Ashanti,Adansi North,2021.0,2.0,5.0040016885965476E-6
Ashanti,Bosome Freho,2021.0,2.0,1.3866235607429116E-5
Ashanti,Bekwai Municipal,2021.0,2.0,2.2076906526928075E-5
Ashanti,Amansie Central,2021.0,2.0,1.7521556603075815E-5
Western,Wassa Amenfi West,2021.0,2.0,3.6163952309800418E-6
Ashanti,Afigya Kwabre,2021.0,2.0,1.894690808260365E-5
Ashanti,Atwima Kwanwoma,2021.0,2.0,2.8468612336699103E-5
Ashanti,Afigya Sekyere,2021.0,2.0,8.008257843227725E-5
Ashanti,Sekyere Central,2021.0,2.0,3.5350601567382592E-6
Ashanti,Offinso North,2021.0,2.0,4.869346415730456E-5
Ashanti,Offinso Municipal,2021.0,2.0,6.671058730309012E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2021.0,2.0,4.852266411692399E-5
Ashanti,Mampong Municipal,2021.0,2.0,3.7194088340277066E-5
Western,Ellembelle,2021.0,2.0,7.845028340549812E-6
Western,Prestea / Huni Valley,2021.0,2.0,-1.862701787446232E-5
Western,Nzema East,2021.0,2.0,-3.330479216343607E-5
Western,Tarkwa Nsuaem,2021.0,2.0,-1.053874416126746E-5
Western,Sefwi Akontombra,2021.0,2.0,-8.61163557860688E-6
Western,Sekondi Takoradi,2021.0,2.0,-2.6472346922076085E-5
Western,Sefwi-Wiawso,2021.0,2.0,1.6896439130523447E-5
Western,Shama,2021.0,2.0,-4.565192384163236E-6
Ashanti,Sekyere East,2021.0,2.0,8.148397529967835E-5
Western,Aowin,2021.0,2.0,-1.4003677913411828E-5
Western,Suaman,2021.0,2.0,-1.1344264750818543E-5
Western,Bia East,2021.0,2.0,2.938942998092809E-5
Western,Bia West,2021.0,2.0,2.1005780031242E-6
Western,Bodi,2021.0,2.0,-2.1602273706877493E-5
Western,Juabeso,2021.0,2.0,1.5339607364088524E-5
Western,Wassa East,2021.0,2.0,-2.619864070493017E-5
Western,Mpohor,2021.0,2.0,-4.541052481308235E-5
Western,Wassa Amenfi Central,2021.0,2.0,-3.1067853125609124E-5
Ashanti,Sekyere Afram Plains,2021.0,2.0,2.6143916970096395E-5
Ashanti,Sekyere Afram Plains North,2021.0,2.0,5.578767623954488E-6
Ashanti,Asante Akim North,2021.0,2.0,2.677345422493973E-5
Ashanti,Asante Akim Central Municipal,2021.0,2.0,3.131879841389016E-5
Ashanti,Asokore Mampong Municipal,2021.0,2.0,-6.167502672091791E-6
Ashanti,Kma,2021.0,2.0,-1.30837926879614E-5
Western,Wassa Amenfi East,2021.0,2.0,-2.391016347514941E-5
Ashanti,Kwabre,2021.0,2.0,5.098857033581832E-5
Ashanti,Ejura Sekye Dumase,2021.0,2.0,2.8388186878162464E-5
Ashanti,Ahafo Ano South,2021.0,2.0,5.493101973812247E-5
Western,Jomoro,2021.0,2.0,-1.5536652326796175E-5
Western,Ahanta West,2021.0,2.0,-1.2798270512397932E-5
Western,Sefwi Bibiani-Anhwiaso Bekwai,2021.0,2.0,3.513126347190416E-5
Ashanti,Amansie West,2021.0,2.0,1.302782512451742E-5
Ashanti,Asante Akim South,2021.0,2.0,-4.675004883165807E-6
Ashanti,Ahafo Ano North,2021.0,2.0,7.664003913850878E-5
Ashanti,Ejisu Juaben,2021.0,2.0,6.856683601984353E-5
Ashanti,Obuasi Municipal,2021.0,3.0,-6.635040814710284E-5
Ashanti,Atwima Nwabiagya,2021.0,3.0,-8.820332716534132E-5
Ashanti,Atwima Mponua,2021.0,3.0,-6.253928674261665E-5
Ashanti,Adansi South,2021.0,3.0,-9.465639308667975E-5
Ashanti,Adansi North,2021.0,3.0,-6.834387637900865E-5
Ashanti,Bosome Freho,2021.0,3.0,-9.925441980543839E-5
Ashanti,Bekwai Municipal,2021.0,3.0,-4.876286291199185E-5
Ashanti,Amansie Central,2021.0,3.0,-4.82405709568986E-5
Western,Wassa Amenfi West,2021.0,3.0,-5.648771220160206E-5
Ashanti,Afigya Kwabre,2021.0,3.0,-3.237492651165697E-5
Ashanti,Atwima Kwanwoma,2021.0,3.0,-1.0167278510251963E-4
Ashanti,Afigya Sekyere,2021.0,3.0,-3.9823551940249115E-5
Ashanti,Sekyere Central,2021.0,3.0,-7.440977301548463E-5
Ashanti,Offinso North,2021.0,3.0,-3.5634289280432634E-5
Ashanti,Offinso Municipal,2021.0,3.0,-3.059770705129915E-5
Ashanti,Bosomtwe /Atwima / Kwanwoma,2021.0,3.0,-8.461406093504424E-5
Ashanti,Mampong Municipal,2021.0,3.0,-8.100598574405049E-5
Western,Ellembelle,2021.0,3.0,-5.489586134461102E-5
Western,Prestea / Huni Valley,2021.0,3.0,-6.170028392774618E-5
Western,Nzema East,2021.0,3.0,-4.991681639173371E-5
Western,Tarkwa Nsuaem,2021.0,3.0,-1.1270023854078259E-4
Western,Sefwi Akontombra,2021.0,3.0,-1.1546186379350267E-4
Western,Sekondi Takoradi,2021.0,3.0,-9.312465038094913E-5
Western,Sefwi-Wiawso,2021.0,3.0,-5.90163575943772E-5
Western,Shama,2021.0,3.0,-8.482460771416541E-5
Ashanti,Sekyere East,2021.0,3.0,-5.081207319218484E-5
